fold;lamb;nleaves;trainaccu_CART;testaccu_CART;totaltime;time_c;leaves_c
NA;0.1;2;0.6389170406833646;NA;0.3189859390258789;0.041246891021728516;[(-1,), (1,)]
NA;0.05;2;0.6389170406833647;NA;0.3373391628265381;0.042382240295410156;[(-1,), (1,)]
NA;0.025;2.0;0.6389170406833647;NA;2.5062477588653564;0.01169586181640625;NA
NA;0.01;3;0.6551324743014334;NA;17.226641178131104;4.0768749713897705;[(1,), (-3, -1), (-1, 3)]
NA;0.005;5;0.669031417402635;NA;54.79516100883484;13.459686994552612;[(1,), (-7, -1), (-1, 7, 12), (-12, -3, -1, 7), (-12, -1, 3, 7)]
NA;0.0025;5;0.669031417402635;NA;1800.0002541542053;165.5634160041809;[(1,), (-7, -1), (-1, 7, 12), (-12, -3, -1, 7), (-12, -1, 3, 7)]
NA;0.001;8;0.6694657593745474;NA;1800.006117105484;277.88089203834534;[(-6,), (2, 6), (-11, -2, 6, 7), (-2, 6, 9, 11), (-11, -7, -2, -1, 6), (-11, -7, -2, 1, 6), (-10, -9, -2, 6, 11), (-9, -2, 6, 10, 11)]
NA;0.0005;12;0.6696105400318517;NA;1800.0404078960419;8.670076847076416;[(-6,), (-4, 6), (-5, -1, 4, 6), (-3, 1, 4, 6), (-12, -3, -1, 4, 5, 6), (-12, -1, 3, 4, 5, 6), (-7, -1, 4, 5, 6, 12), (-1, 4, 5, 6, 7, 12), (-9, -5, 1, 3, 4, 6), (-9, 1, 3, 4, 5, 6), (-5, 1, 3, 4, 6, 9), (1, 3, 4, 5, 6, 9)]
NA;0.0001;35.0;0.6762704502678443;NA;1800.0915279388428;0.012957096099853516;NA
