samples,features,runtime
1,1,0.002077341079711914
1,18,0.007848978042602539
1,35,0.002396821975708008
1,52,0.03376412391662598
1,69,0.008494853973388672
1,86,0.018161773681640625
1,103,0.00780487060546875
1,120,0.008720159530639648
1,137,0.008754968643188477
1,154,0.039052724838256836
1,171,0.016498088836669922
1,188,0.04357004165649414
1,205,0.047425031661987305
1,222,0.03476285934448242
1,239,0.0820009708404541
1,256,0.015162944793701172
1,273,0.02776193618774414
1,290,0.02533411979675293
1,307,0.047736167907714844
1,324,0.040612220764160156
126,1,0.01080179214477539
