time,lowerbound,upperbound
0.04163193702697754,0.3325713044737223,0.37108295931663526
0.043753862380981445,0.3325713044737223,0.37108295931663526
0.04403185844421387,0.3325713044737223,0.37108295931663526
0.04428386688232422,0.3325713044737223,0.37108295931663526
0.044502973556518555,0.3325713044737223,0.37108295931663526
0.04470491409301758,0.3325713044737223,0.37108295931663526
0.0448908805847168,0.3325713044737223,0.37108295931663526
0.05487990379333496,0.3325713044737223,0.37108295931663526
0.05612802505493164,0.3325713044737223,0.37108295931663526
0.05679893493652344,0.3325713044737223,0.37108295931663526
0.05754590034484863,0.3325713044737223,0.37108295931663526
0.057779788970947266,0.3325713044737223,0.37108295931663526
0.062339067459106445,0.3325713044737223,0.37108295931663526
0.06320571899414062,0.3325713044737223,0.37108295931663526
0.06345891952514648,0.3325713044737223,0.37108295931663526
0.06365799903869629,0.3325713044737223,0.37108295931663526
0.06384587287902832,0.3325713044737223,0.37108295931663526
0.06464481353759766,0.3325713044737223,0.37108295931663526
0.06669783592224121,0.3325713044737223,0.37108295931663526
0.07248687744140625,0.3325713044737223,0.37108295931663526
0.07320976257324219,0.3325713044737223,0.37108295931663526
0.0734567642211914,0.3325713044737223,0.37108295931663526
0.07363677024841309,0.3325713044737223,0.37108295931663526
0.07382488250732422,0.3325713044737223,0.37108295931663526
0.07891678810119629,0.3325713044737223,0.37108295931663526
0.08246493339538574,0.3325713044737223,0.37108295931663526
0.08558487892150879,0.3325713044737223,0.37108295931663526
0.0924677848815918,0.3325713044737223,0.37108295931663526
0.09327578544616699,0.3325713044737223,0.37108295931663526
0.09359264373779297,0.3325713044737223,0.37108295931663526
0.10060000419616699,0.3325713044737223,0.37108295931663526
0.10157275199890137,0.3325713044737223,0.37108295931663526
0.10380291938781738,0.3325713044737223,0.37108295931663526
0.10736584663391113,0.3325713044737223,0.37108295931663526
0.10810184478759766,0.3325713044737223,0.37108295931663526
0.10848474502563477,0.3325713044737223,0.37108295931663526
0.11287975311279297,0.3325713044737223,0.37108295931663526
0.1147618293762207,0.3325713044737223,0.37108295931663526
0.11531281471252441,0.3325713044737223,0.37108295931663526
0.11812186241149902,0.3325713044737223,0.37108295931663526
0.12744975090026855,0.3325713044737223,0.37108295931663526
0.12816309928894043,0.3325713044737223,0.37108295931663526
0.12839388847351074,0.3325713044737223,0.37108295931663526
0.12860679626464844,0.3325713044737223,0.37108295931663526
0.128814697265625,0.3325713044737223,0.37108295931663526
0.12902402877807617,0.3325713044737223,0.37108295931663526
0.13531994819641113,0.3325713044737223,0.37108295931663526
0.1485288143157959,0.3325713044737223,0.37108295931663526
0.14927196502685547,0.3325713044737223,0.37108295931663526
0.14951705932617188,0.3325713044737223,0.37108295931663526
0.1497499942779541,0.3325713044737223,0.37108295931663526
0.15407371520996094,0.3325713044737223,0.37108295931663526
0.15877985954284668,0.3325713044737223,0.37108295931663526
0.1594538688659668,0.3325713044737223,0.37108295931663526
0.160355806350708,0.3325713044737223,0.37108295931663526
0.16223692893981934,0.3325713044737223,0.37108295931663526
0.1633448600769043,0.3325713044737223,0.37108295931663526
0.16428899765014648,0.3325713044737223,0.37108295931663526
0.16534185409545898,0.3325713044737223,0.37108295931663526
0.16643977165222168,0.3325713044737223,0.37108295931663526
0.18086767196655273,0.3325713044737223,0.37108295931663526
0.18243980407714844,0.3325713044737223,0.37108295931663526
0.1827409267425537,0.3325713044737223,0.37108295931663526
0.18295884132385254,0.3325713044737223,0.37108295931663526
0.1831657886505127,0.3325713044737223,0.37108295931663526
0.18338465690612793,0.3325713044737223,0.37108295931663526
0.18361186981201172,0.3325713044737223,0.37108295931663526
0.18383002281188965,0.3325713044737223,0.37108295931663526
0.18406081199645996,0.3325713044737223,0.37108295931663526
0.1842799186706543,0.3325713044737223,0.37108295931663526
0.1945648193359375,0.3325713044737223,0.37108295931663526
0.19595599174499512,0.3325713044737223,0.37108295931663526
0.1961977481842041,0.3325713044737223,0.37108295931663526
0.1964128017425537,0.3325713044737223,0.37108295931663526
0.2060999870300293,0.3325713044737223,0.37108295931663526
0.20680809020996094,0.3325713044737223,0.37108295931663526
0.20706772804260254,0.3325713044737223,0.37108295931663526
0.21125078201293945,0.3325713044737223,0.37108295931663526
0.21524500846862793,0.3325713044737223,0.37108295931663526
0.21979689598083496,0.3325713044737223,0.37108295931663526
0.2284698486328125,0.3325713044737223,0.37108295931663526
0.23944592475891113,0.3325713044737223,0.37108295931663526
0.24001002311706543,0.3325713044737223,0.37108295931663526
