time,lowerbound,upperbound
0.5339322090148926,0.3303995946141595,0.37108295931663526
1.0340368747711182,0.3303995946141595,0.37108295931663526
1.5341835021972656,0.3303995946141595,0.37108295931663526
2.0343680381774902,0.3303995946141595,0.37108295931663526
2.5343759059906006,0.3303995946141595,0.37108295931663526
3.0346474647521973,0.3303995946141595,0.37108295931663526
3.5346484184265137,0.3303995946141595,0.37108295931663526
4.034773349761963,0.3303995946141595,0.37108295931663526
4.534856796264648,0.3303995946141595,0.37108295931663526
5.034994602203369,0.3303995946141595,0.37108295931663526
5.5350000858306885,0.3303995946141595,0.37108295931663526
6.035301685333252,0.3303995946141595,0.37108295931663526
6.535306692123413,0.3303995946141595,0.37108295931663526
7.0357794761657715,0.3303995946141595,0.37108295931663526
7.53578519821167,0.3303995946141595,0.37108295931663526
8.03579068183899,0.3303995946141595,0.37108295931663526
8.535794973373413,0.3303995946141595,0.37108295931663526
9.035802841186523,0.3303995946141595,0.37108295931663526
9.535802841186523,0.3303995946141595,0.37108295931663526
10.03580904006958,0.3303995946141595,0.37108295931663526
10.535812377929688,0.3303995946141595,0.37108295931663526
11.035817623138428,0.3303995946141595,0.37108295931663526
11.53581953048706,0.3303995946141595,0.37108295931663526
12.035825967788696,0.3303995946141595,0.37108295931663526
12.535826444625854,0.3303995946141595,0.37108295931663526
13.035831451416016,0.3303995946141595,0.37108295931663526
13.535834550857544,0.3361908209063269,0.35596858259736497
14.035839319229126,0.3361908209063269,0.35596858259736497
14.53584337234497,0.33916389170406835,0.35596858259736497
15.035842418670654,0.34734906616476036,0.35596858259736497
15.535846948623657,0.34734906616476036,0.35596858259736497
16.035852909088135,0.34734906616476036,0.35596858259736497
16.535856246948242,0.34734906616476036,0.35596858259736497
17.035861015319824,0.34734906616476036,0.35596858259736497
17.53586769104004,0.34734906616476036,0.35596858259736497
18.035871028900146,0.34734906616476036,0.35596858259736497
18.53587317466736,0.34734906616476036,0.35596858259736497
19.035876989364624,0.34734906616476036,0.35596858259736497
19.535879850387573,0.34734906616476036,0.35596858259736497
20.035881757736206,0.34734906616476036,0.35596858259736497
20.535884618759155,0.34734906616476036,0.35596858259736497
21.035890579223633,0.34734906616476036,0.35596858259736497
21.53589415550232,0.34734906616476036,0.35596858259736497
