samples,features,runtime
1,1,0.12895894050598145
1,2,0.1234738826751709
1,3,0.11831498146057129
1,4,0.12759709358215332
1,5,0.145704984664917
1,6,0.12749886512756348
1,7,0.13025522232055664
1,8,0.11517214775085449
1,9,0.1746523380279541
1,10,0.12830591201782227
1,11,0.12160706520080566
1,12,0.0710442066192627
692,1,0.1830306053161621
692,2,0.1407768726348877
692,3,0.16086983680725098
692,4,0.49722814559936523
692,5,0.29373908042907715
692,6,0.7270989418029785
692,7,1.2152960300445557
692,8,1.9956128597259521
692,9,8.521697759628296
692,10,6.798453330993652
692,11,19.740912914276123
692,12,22.01037907600403
1383,1,0.13493609428405762
1383,2,0.1813046932220459
1383,3,0.16267895698547363
1383,4,0.1684117317199707
1383,5,0.1813671588897705
1383,6,0.6659030914306641
1383,7,1.4176490306854248
1383,8,2.7436959743499756
1383,9,4.252578020095825
1383,10,10.676867723464966
1383,11,12.467453956604004
1383,12,25.135459184646606
2074,1,0.15385198593139648
2074,2,0.13803791999816895
2074,3,0.15961122512817383
2074,4,0.19137120246887207
2074,5,0.2956829071044922
2074,6,0.3600921630859375
2074,7,0.807492733001709
2074,8,0.806190013885498
2074,9,2.8090500831604004
2074,10,7.996371030807495
2074,11,14.142800092697144
2074,12,25.13566517829895
2765,1,0.15354704856872559
2765,2,0.15868687629699707
2765,3,0.1695690155029297
2765,4,0.18607497215270996
2765,5,0.26879429817199707
2765,6,0.6311280727386475
2765,7,1.4735081195831299
2765,8,1.9525349140167236
2765,9,3.2816271781921387
2765,10,7.266312122344971
2765,11,22.51675581932068
2765,12,21.468311071395874
3456,1,0.11289501190185547
3456,2,0.2529311180114746
3456,3,0.22395610809326172
3456,4,0.20720887184143066
3456,5,0.390916109085083
3456,6,1.987607717514038
3456,7,1.546097993850708
3456,8,2.1888182163238525
3456,9,2.355457067489624
3456,10,9.052978754043579
3456,11,11.57697319984436
3456,12,19.336671113967896
4147,1,0.24126267433166504
4147,2,0.23394107818603516
4147,3,0.21680784225463867
4147,4,0.41178202629089355
4147,5,0.9725539684295654
4147,6,0.5448000431060791
4147,7,1.657654047012329
4147,8,1.1796917915344238
4147,9,6.41375207901001
4147,10,6.500657081604004
4147,11,25.34605097770691
4147,12,25.497844219207764
4838,1,0.2129368782043457
4838,2,0.2122817039489746
4838,3,0.2100968360900879
4838,4,0.21288514137268066
4838,5,0.21526384353637695
4838,6,0.6213469505310059
4838,7,1.0370278358459473
4838,8,1.3138401508331299
4838,9,3.0809290409088135
4838,10,8.729745864868164
4838,11,12.752531290054321
4838,12,14.67439889907837
5529,1,0.1896510124206543
5529,2,0.19718003273010254
5529,3,0.2198340892791748
5529,4,0.21000099182128906
5529,5,0.38058018684387207
5529,6,0.8968460559844971
5529,7,1.1486783027648926
5529,8,2.812220811843872
5529,9,4.945497035980225
5529,10,13.101404190063477
5529,11,25.356648921966553
5529,12,20.63950276374817
6220,1,0.47119784355163574
6220,2,0.3281571865081787
6220,3,0.24485111236572266
6220,4,0.25872182846069336
6220,5,0.26417112350463867
6220,6,0.6600639820098877
6220,7,2.266066074371338
6220,8,2.270721912384033
6220,9,4.380626916885376
6220,10,15.109861850738525
6220,11,14.25360894203186
6220,12,17.05653190612793
