samples,features,runtime
1,1,0.06572484970092773
1,2,0.002927064895629883
1,3,0.028772830963134766
1,4,0.0040051937103271484
1,5,0.003248929977416992
1,6,0.002665996551513672
1,7,0.002727985382080078
1,8,0.0027840137481689453
1,9,0.0027048587799072266
1,10,0.0031480789184570312
1,11,0.10616707801818848
1,12,0.00460505485534668
692,1,0.01544499397277832
692,2,0.013791084289550781
692,3,0.0961599349975586
692,4,0.09243202209472656
692,5,0.055024147033691406
692,6,0.11108684539794922
692,7,0.12547588348388672
692,8,0.1324138641357422
692,9,0.12064790725708008
692,10,0.11785507202148438
692,11,0.14229869842529297
692,12,0.2242121696472168
1383,1,0.02773594856262207
1383,2,0.11729788780212402
1383,3,0.12270593643188477
1383,4,0.12856388092041016
1383,5,0.13143467903137207
1383,6,0.1887800693511963
1383,7,0.17186188697814941
1383,8,0.1422898769378662
1383,9,0.23112702369689941
1383,10,0.2420811653137207
1383,11,0.25956296920776367
1383,12,0.2603001594543457
2074,1,0.12398600578308105
2074,2,0.12458229064941406
2074,3,0.13099980354309082
2074,4,0.18180108070373535
2074,5,0.20356082916259766
2074,6,0.24298906326293945
2074,7,0.2493879795074463
2074,8,0.280717134475708
2074,9,0.23730134963989258
2074,10,0.35716986656188965
2074,11,0.3886730670928955
2074,12,0.38796186447143555
2765,1,0.22106409072875977
2765,2,0.13640332221984863
2765,3,0.2310647964477539
2765,4,0.24673700332641602
2765,5,0.23941302299499512
2765,6,0.2836611270904541
2765,7,0.2959859371185303
2765,8,0.4140911102294922
2765,9,0.38924598693847656
2765,10,0.41062188148498535
2765,11,0.5004749298095703
2765,12,0.5078649520874023
3456,1,0.1423029899597168
3456,2,0.24352312088012695
3456,3,0.2532930374145508
3456,4,0.3351619243621826
3456,5,0.27813720703125
3456,6,0.41188597679138184
3456,7,0.3645288944244385
3456,8,0.7228860855102539
3456,9,0.5104110240936279
3456,10,0.5209860801696777
3456,11,0.6088480949401855
3456,12,0.7437992095947266
4147,1,0.2593038082122803
4147,2,0.2592799663543701
4147,3,0.5163302421569824
4147,4,0.36814308166503906
4147,5,0.4984300136566162
4147,6,0.6256811618804932
4147,7,0.623021125793457
4147,8,0.5899057388305664
4147,9,0.6418800354003906
4147,10,0.6597402095794678
4147,11,0.7386219501495361
4147,12,0.7723898887634277
4838,1,0.2983551025390625
4838,2,0.4534428119659424
4838,3,0.3736567497253418
4838,4,0.48049402236938477
4838,5,0.4636726379394531
4838,6,0.5457608699798584
4838,7,0.5249907970428467
4838,8,0.6373238563537598
4838,9,0.7264618873596191
4838,10,0.7532448768615723
4838,11,0.6573169231414795
