samples,features,runtime
1,1,0.07544422149658203
1,2,0.00421905517578125
1,3,0.01605701446533203
1,4,0.00461888313293457
1,5,0.004670858383178711
1,6,0.0043659210205078125
1,7,0.004979848861694336
1,8,0.0754702091217041
1,9,0.00910496711730957
1,10,0.021466970443725586
1,11,0.004834890365600586
1,12,0.006683826446533203
692,1,0.015916109085083008
692,2,0.10721731185913086
692,3,0.021575927734375
692,4,0.10185909271240234
692,5,0.12183427810668945
692,6,0.02595829963684082
692,7,0.12630343437194824
692,8,0.11185884475708008
692,9,0.12572813034057617
692,10,0.12411308288574219
692,11,0.21745085716247559
692,12,0.14900875091552734
1383,1,0.12420296669006348
1383,2,0.1086583137512207
1383,3,0.03746795654296875
1383,4,0.21811580657958984
1383,5,0.037513017654418945
1383,6,0.22671914100646973
1383,7,0.14417791366577148
1383,8,0.23352599143981934
1383,9,0.23396897315979004
1383,10,0.2642171382904053
1383,11,0.251434326171875
1383,12,0.2761850357055664
2074,1,0.12024188041687012
2074,2,0.13219285011291504
2074,3,0.17368006706237793
2074,4,0.19788789749145508
2074,5,0.23857784271240234
2074,6,0.18793892860412598
2074,7,0.3051869869232178
2074,8,0.2693629264831543
2074,9,0.2646148204803467
2074,10,0.3670070171356201
2074,11,0.3560059070587158
2074,12,0.41039609909057617
2765,1,0.12665987014770508
2765,2,0.23883891105651855
2765,3,0.15439176559448242
2765,4,0.24634909629821777
2765,5,0.3347342014312744
2765,6,0.18447279930114746
2765,7,0.34153175354003906
2765,8,0.3358302116394043
2765,9,0.3236348628997803
2765,10,0.4771878719329834
2765,11,0.43434691429138184
2765,12,0.4937458038330078
3456,1,0.23705697059631348
3456,2,0.2350931167602539
3456,3,0.388930082321167
3456,4,0.27813100814819336
3456,5,0.37073421478271484
3456,6,0.3680429458618164
3456,7,0.49077677726745605
3456,8,0.40342211723327637
3456,9,0.4981698989868164
3456,10,0.5253880023956299
3456,11,0.560992956161499
3456,12,0.5740578174591064
4147,1,0.2503349781036377
4147,2,0.25113987922668457
4147,3,0.3568398952484131
4147,4,0.314288854598999
4147,5,0.4032588005065918
4147,6,0.42951011657714844
4147,7,0.6226427555084229
4147,8,0.5020642280578613
4147,9,0.5337820053100586
4147,10,0.6183450222015381
4147,11,0.7136549949645996
4147,12,0.6737821102142334
4838,1,0.26183009147644043
4838,2,0.34484004974365234
4838,3,0.2901477813720703
4838,4,0.3802051544189453
4838,5,0.49254894256591797
4838,6,0.5015468597412109
4838,7,0.6085159778594971
4838,8,0.63558030128479
4838,9,0.799069881439209
4838,10,0.8425371646881104
4838,11,0.7706727981567383
4838,12,0.8714432716369629
5529,1,0.2635667324066162
5529,2,0.38027501106262207
5529,3,0.6191279888153076
5529,4,0.5107688903808594
5529,5,0.5776569843292236
5529,6,0.9255728721618652
5529,7,0.7609820365905762
5529,8,0.7607009410858154
5529,9,0.7556619644165039
5529,10,0.8676149845123291
5529,11,0.8903450965881348
5529,12,0.9675478935241699
6220,1,0.29183173179626465
6220,2,0.3834209442138672
6220,3,0.6070959568023682
6220,4,0.5123960971832275
6220,5,0.5324790477752686
6220,6,0.6197638511657715
6220,7,0.7409451007843018
6220,8,0.772352933883667
6220,9,0.879925012588501
6220,10,0.8684279918670654
6220,11,1.1439130306243896
6220,12,1.0298099517822266
