time,local_table_size
0.06694889068603516,0
0.5834128856658936,178
1.0953936576843262,455
1.5968348979949951,668
2.0970687866210938,972
2.59954571723938,1274
3.130905866622925,1582
3.633976697921753,1891
4.1469457149505615,2230
4.696123838424683,2274
5.208030939102173,2564
5.7126898765563965,2882
6.2115888595581055,3197
6.7251129150390625,3514
7.226516962051392,3778
7.7389609813690186,3999
