time,local_table_size
0.05721092224121094,0
0.5640149116516113,171
1.067577838897705,538
1.5814158916473389,812
2.0933220386505127,1162
2.5937318801879883,1425
3.0986287593841553,1679
3.602515935897827,1899
4.104327917098999,2209
4.662653923034668,2257
5.1718909740448,2573
5.690832853317261,2909
6.203112840652466,3205
6.711428880691528,3491
7.218551874160767,3780
7.719496011734009,4039
8.226194858551025,4306
