time,local_table_size
0.06365704536437988,0
0.5664188861846924,103
1.0698368549346924,151
1.588613748550415,183
2.097885847091675,554
2.6001977920532227,907
3.130486011505127,1290
3.6306848526000977,1636
4.150755882263184,1997
4.665610074996948,2270
5.1877148151397705,2577
5.6902008056640625,2673
6.1929779052734375,2818
6.694541692733765,2829
7.198275804519653,2842
7.719295978546143,2992
8.219221830368042,2992
