time,local_table_size
0.06484794616699219,0
0.5703368186950684,156
1.0790190696716309,190
1.6241307258605957,242
2.1130268573760986,551
2.613435983657837,575
3.1183958053588867,618
3.6140859127044678,644
4.139939785003662,676
4.634269952774048,777
5.134217977523804,795
5.652054786682129,827
6.1445088386535645,866
6.64791202545166,891
7.158814907073975,924
7.657782077789307,1143
8.158094882965088,1499
