MEM 3.886719 1548270880.5019
MEM 16.339844 1548270880.6023
MEM 21.855469 1548270880.7026
MEM 31.718750 1548270880.8030
MEM 38.343750 1548270880.9033
MEM 46.914062 1548270881.0036
MEM 52.425781 1548270881.1039
MEM 57.324219 1548270881.2042
MEM 62.781250 1548270881.3046
MEM 67.636719 1548270881.4049
MEM 73.761719 1548270881.5052
MEM 78.703125 1548270881.6055
MEM 82.476562 1548270881.7059
MEM 87.109375 1548270881.8062
MEM 87.281250 1548270881.9065
MEM 87.285156 1548270882.0067
MEM 87.285156 1548270882.1070
MEM 87.285156 1548270882.2073
MEM 87.285156 1548270882.3076
MEM 87.285156 1548270882.4078
MEM 87.285156 1548270882.5081
MEM 87.285156 1548270882.6084
MEM 87.285156 1548270882.7086
MEM 87.285156 1548270882.8089
MEM 87.285156 1548270882.9092
MEM 87.285156 1548270883.0094
MEM 87.285156 1548270883.1097
MEM 87.285156 1548270883.2100
MEM 87.285156 1548270883.3103
MEM 87.285156 1548270883.4105
MEM 87.285156 1548270883.5108
MEM 87.285156 1548270883.6110
MEM 87.285156 1548270883.7113
MEM 87.285156 1548270883.8116
MEM 87.285156 1548270883.9118
MEM 87.285156 1548270884.0123
MEM 87.285156 1548270884.1126
MEM 87.285156 1548270884.2128
MEM 87.285156 1548270884.3131
MEM 87.285156 1548270884.4134
MEM 87.285156 1548270884.5137
MEM 87.285156 1548270884.6140
MEM 87.285156 1548270884.7143
MEM 87.285156 1548270884.8145
MEM 87.285156 1548270884.9148
MEM 87.285156 1548270885.0150
MEM 87.535156 1548270885.1153
MEM 87.535156 1548270885.2156
MEM 87.535156 1548270885.3158
MEM 87.535156 1548270885.4161
MEM 87.535156 1548270885.5164
MEM 87.535156 1548270885.6167
MEM 87.535156 1548270885.7169
MEM 87.535156 1548270885.8172
MEM 87.535156 1548270885.9175
MEM 87.535156 1548270886.0177
MEM 87.535156 1548270886.1180
MEM 87.535156 1548270886.2183
MEM 87.789062 1548270886.3186
MEM 87.785156 1548270886.4189
MEM 87.785156 1548270886.5193
MEM 87.785156 1548270886.6196
MEM 87.785156 1548270886.7198
MEM 87.785156 1548270886.8201
MEM 87.785156 1548270886.9203
MEM 87.785156 1548270887.0206
MEM 87.785156 1548270887.1209
MEM 87.785156 1548270887.2211
MEM 87.785156 1548270887.3214
MEM 87.785156 1548270887.4216
MEM 88.035156 1548270887.5219
MEM 88.035156 1548270887.6222
MEM 88.035156 1548270887.7225
MEM 88.035156 1548270887.8231
MEM 88.035156 1548270887.9233
MEM 88.035156 1548270888.0236
MEM 88.035156 1548270888.1239
MEM 88.039062 1548270888.2241
MEM 88.058594 1548270888.3244
MEM 88.066406 1548270888.4246
MEM 88.074219 1548270888.5249
MEM 88.074219 1548270888.6251
MEM 88.355469 1548270888.7254
MEM 88.355469 1548270888.8257
MEM 88.355469 1548270888.9259
MEM 88.355469 1548270889.0262
MEM 88.609375 1548270889.1265
MEM 88.609375 1548270889.2267
MEM 88.609375 1548270889.3270
MEM 88.609375 1548270889.4273
MEM 88.609375 1548270889.5276
MEM 88.679688 1548270889.6278
MEM 88.683594 1548270889.7281
MEM 88.687500 1548270889.8284
MEM 88.687500 1548270889.9287
MEM 88.691406 1548270890.0289
MEM 88.695312 1548270890.1292
MEM 88.699219 1548270890.2294
MEM 88.703125 1548270890.3297
MEM 88.710938 1548270890.4300
MEM 88.718750 1548270890.5302
MEM 88.718750 1548270890.6305
MEM 88.722656 1548270890.7308
MEM 88.726562 1548270890.8310
MEM 88.726562 1548270890.9313
MEM 88.726562 1548270891.0316
MEM 88.980469 1548270891.1319
MEM 89.023438 1548270891.2322
MEM 89.042969 1548270891.3324
MEM 89.050781 1548270891.4327
MEM 89.058594 1548270891.5330
MEM 89.062500 1548270891.6332
MEM 89.062500 1548270891.7337
MEM 89.316406 1548270891.8340
MEM 89.343750 1548270891.9342
MEM 89.351562 1548270892.0345
MEM 89.363281 1548270892.1348
MEM 89.367188 1548270892.2351
MEM 89.660156 1548270892.3354
MEM 89.675781 1548270892.4357
MEM 89.675781 1548270892.5360
MEM 89.675781 1548270892.6362
MEM 89.710938 1548270892.7365
MEM 89.988281 1548270892.8368
MEM 89.988281 1548270892.9370
MEM 90.019531 1548270893.0373
MEM 90.316406 1548270893.1376
MEM 90.339844 1548270893.2379
MEM 90.593750 1548270893.3381
MEM 90.664062 1548270893.4384
MEM 90.664062 1548270893.5386
MEM 90.671875 1548270893.6389
MEM 90.671875 1548270893.7391
MEM 90.671875 1548270893.8394
MEM 90.988281 1548270893.9396
MEM 91.019531 1548270894.0399
MEM 91.273438 1548270894.1401
MEM 91.453125 1548270894.2404
MEM 91.929688 1548270894.3408
MEM 91.929688 1548270894.4410
MEM 91.937500 1548270894.5413
MEM 91.941406 1548270894.6415
MEM 91.945312 1548270894.7418
MEM 91.992188 1548270894.8420
MEM 91.992188 1548270894.9423
MEM 91.992188 1548270895.0425
MEM 92.261719 1548270895.1428
MEM 92.261719 1548270895.2430
MEM 92.261719 1548270895.3434
MEM 92.261719 1548270895.4438
MEM 92.316406 1548270895.5440
MEM 92.316406 1548270895.6443
MEM 92.316406 1548270895.7445
MEM 92.316406 1548270895.8448
MEM 92.593750 1548270895.9450
MEM 92.601562 1548270896.0453
MEM 92.609375 1548270896.1455
MEM 92.617188 1548270896.2458
MEM 92.628906 1548270896.3462
MEM 92.683594 1548270896.4465
MEM 92.683594 1548270896.5468
MEM 92.933594 1548270896.6471
MEM 92.933594 1548270896.7473
MEM 92.988281 1548270896.8476
MEM 92.988281 1548270896.9478
MEM 92.988281 1548270897.0481
MEM 93.242188 1548270897.1483
MEM 93.242188 1548270897.2486
MEM 93.292969 1548270897.3488
MEM 93.332031 1548270897.4491
MEM 93.332031 1548270897.5493
MEM 93.632812 1548270897.6496
MEM 93.632812 1548270897.7498
MEM 93.886719 1548270897.8501
MEM 93.968750 1548270897.9503
MEM 93.988281 1548270898.0506
MEM 94.015625 1548270898.1508
MEM 94.015625 1548270898.2511
MEM 94.539062 1548270898.3514
MEM 94.539062 1548270898.4517
MEM 94.539062 1548270898.5520
MEM 94.539062 1548270898.6523
MEM 94.539062 1548270898.7525
MEM 94.539062 1548270898.8528
MEM 94.539062 1548270898.9530
MEM 94.539062 1548270899.0533
MEM 94.539062 1548270899.1535
MEM 94.539062 1548270899.2540
MEM 94.539062 1548270899.3543
MEM 94.648438 1548270899.4545
MEM 94.652344 1548270899.5548
MEM 94.656250 1548270899.6551
MEM 94.660156 1548270899.7554
MEM 94.664062 1548270899.8556
MEM 94.667969 1548270899.9559
MEM 94.671875 1548270900.0561
MEM 94.675781 1548270900.1564
MEM 94.679688 1548270900.2566
MEM 94.687500 1548270900.3569
MEM 94.691406 1548270900.4571
MEM 94.695312 1548270900.5574
MEM 94.699219 1548270900.6576
MEM 94.722656 1548270900.7579
MEM 94.722656 1548270900.8582
MEM 94.730469 1548270900.9584
MEM 94.742188 1548270901.0587
MEM 94.746094 1548270901.1589
MEM 94.746094 1548270901.2592
MEM 94.753906 1548270901.3594
MEM 94.757812 1548270901.4597
MEM 94.761719 1548270901.5600
MEM 94.765625 1548270901.6602
MEM 94.773438 1548270901.7605
MEM 94.773438 1548270901.8608
MEM 95.058594 1548270901.9611
MEM 95.074219 1548270902.0613
MEM 95.082031 1548270902.1616
MEM 95.085938 1548270902.2618
MEM 95.089844 1548270902.3621
MEM 95.093750 1548270902.4623
MEM 95.105469 1548270902.5625
MEM 95.105469 1548270902.6628
MEM 95.390625 1548270902.7630
MEM 95.410156 1548270902.8635
MEM 95.410156 1548270902.9640
MEM 95.441406 1548270903.0643
MEM 95.441406 1548270903.1646
MEM 95.441406 1548270903.2648
MEM 95.730469 1548270903.3651
MEM 95.753906 1548270903.4653
MEM 95.777344 1548270903.5656
MEM 96.031250 1548270903.6658
MEM 96.125000 1548270903.7661
MEM 96.125000 1548270903.8663
MEM 96.394531 1548270903.9666
MEM 96.695312 1548270904.0669
MEM 96.695312 1548270904.1673
MEM 96.695312 1548270904.2675
MEM 96.695312 1548270904.3678
MEM 96.695312 1548270904.4681
MEM 96.695312 1548270904.5684
MEM 96.695312 1548270904.6686
MEM 96.695312 1548270904.7689
MEM 96.695312 1548270904.8691
MEM 96.695312 1548270904.9694
MEM 96.695312 1548270905.0696
MEM 96.695312 1548270905.1700
MEM 96.695312 1548270905.2702
MEM 96.695312 1548270905.3705
MEM 96.695312 1548270905.4707
MEM 96.695312 1548270905.5711
MEM 96.695312 1548270905.6713
MEM 96.695312 1548270905.7716
MEM 96.695312 1548270905.8718
MEM 96.695312 1548270905.9721
MEM 96.695312 1548270906.0723
MEM 96.695312 1548270906.1726
MEM 96.695312 1548270906.2729
MEM 96.695312 1548270906.3732
MEM 96.695312 1548270906.4734
MEM 96.695312 1548270906.5737
MEM 96.695312 1548270906.6740
MEM 96.695312 1548270906.7742
MEM 96.695312 1548270906.8745
MEM 96.695312 1548270906.9747
MEM 96.695312 1548270907.0750
MEM 96.695312 1548270907.1753
MEM 96.695312 1548270907.2755
MEM 96.695312 1548270907.3759
MEM 96.695312 1548270907.4761
MEM 96.695312 1548270907.5764
MEM 96.695312 1548270907.6767
MEM 96.949219 1548270907.7770
MEM 96.949219 1548270907.8772
MEM 96.949219 1548270907.9775
MEM 96.949219 1548270908.0777
MEM 96.949219 1548270908.1780
MEM 96.949219 1548270908.2782
MEM 96.949219 1548270908.3785
MEM 96.949219 1548270908.4788
MEM 96.949219 1548270908.5791
MEM 96.949219 1548270908.6793
MEM 96.949219 1548270908.7795
MEM 96.949219 1548270908.8798
MEM 96.949219 1548270908.9800
MEM 96.949219 1548270909.0803
MEM 96.949219 1548270909.1805
MEM 96.949219 1548270909.2808
MEM 96.949219 1548270909.3810
MEM 96.949219 1548270909.4813
MEM 96.949219 1548270909.5816
MEM 96.949219 1548270909.6819
MEM 96.949219 1548270909.7822
MEM 96.949219 1548270909.8824
MEM 96.949219 1548270909.9826
MEM 96.949219 1548270910.0829
MEM 96.949219 1548270910.1831
MEM 96.949219 1548270910.2836
MEM 96.949219 1548270910.3839
MEM 96.949219 1548270910.4841
MEM 96.949219 1548270910.5845
MEM 96.949219 1548270910.6848
MEM 96.949219 1548270910.7851
MEM 96.949219 1548270910.8853
MEM 97.199219 1548270910.9856
MEM 97.199219 1548270911.0858
MEM 97.199219 1548270911.1861
MEM 97.199219 1548270911.2864
MEM 97.199219 1548270911.3866
MEM 97.199219 1548270911.4868
MEM 97.199219 1548270911.5871
MEM 97.199219 1548270911.6875
MEM 97.199219 1548270911.7880
MEM 97.199219 1548270911.8883
MEM 97.199219 1548270911.9885
MEM 97.199219 1548270912.0888
MEM 97.199219 1548270912.1890
MEM 97.199219 1548270912.2893
MEM 97.199219 1548270912.3895
MEM 97.199219 1548270912.4898
MEM 97.199219 1548270912.5900
MEM 97.199219 1548270912.6903
MEM 97.199219 1548270912.7906
MEM 97.199219 1548270912.8909
MEM 97.199219 1548270912.9911
MEM 97.199219 1548270913.0914
MEM 97.199219 1548270913.1916
MEM 97.199219 1548270913.2919
MEM 97.199219 1548270913.3922
MEM 97.199219 1548270913.4924
MEM 97.199219 1548270913.5927
MEM 97.199219 1548270913.6929
MEM 97.199219 1548270913.7932
MEM 97.457031 1548270913.8935
MEM 97.457031 1548270913.9939
MEM 97.457031 1548270914.0942
MEM 97.457031 1548270914.1944
MEM 97.457031 1548270914.2947
MEM 97.597656 1548270914.3950
MEM 97.597656 1548270914.4952
MEM 97.597656 1548270914.5955
MEM 97.597656 1548270914.6957
MEM 97.632812 1548270914.7960
MEM 97.648438 1548270914.8962
MEM 97.664062 1548270914.9965
MEM 97.667969 1548270915.0967
MEM 97.691406 1548270915.1970
MEM 97.976562 1548270915.2972
MEM 97.992188 1548270915.3975
MEM 98.300781 1548270915.4978
MEM 98.308594 1548270915.5981
MEM 98.316406 1548270915.6983
MEM 98.320312 1548270915.7986
MEM 98.324219 1548270915.8988
MEM 98.324219 1548270915.9991
MEM 98.324219 1548270916.0994
MEM 98.324219 1548270916.1996
MEM 98.324219 1548270916.2999
MEM 98.324219 1548270916.4002
MEM 98.324219 1548270916.5005
MEM 98.324219 1548270916.6008
MEM 98.324219 1548270916.7010
MEM 98.324219 1548270916.8013
MEM 98.324219 1548270916.9015
MEM 98.324219 1548270917.0018
