fold;lamb;nleaves;trainaccu_CART;testaccu_CART;totaltime;time_c;leaves_c
1;0.1;3;0.7901234567901234;0.7560975609756098;0.05974602699279785;0.0069692134857177734;[(1,), (-3, -1), (-1, 3)]
2;0.1;2;0.7407407407407407;0.5365853658536586;0.005753993988037109;0.0007929801940917969;[(-1,), (1,)]
3;0.1;3;0.7317073170731707;0.875;0.07045412063598633;0.009098052978515625;[(4,), (-4, -3), (-4, 3)]
1;0.05;3;0.7901234567901234;0.7560975609756098;0.15748190879821777;0.024466753005981445;[(1,), (-3, -1), (-1, 3)]
2;0.05;3;0.8148148148148149;0.7073170731707317;0.1513221263885498;0.007480144500732422;[(1,), (-5, -1), (-1, 5)]
3;0.05;3;0.7317073170731707;0.875;2.4668641090393066;0.013670921325683594;[(4,), (-4, -3), (-4, 3)]
1;0.025;3;0.7901234567901234;0.7560975609756098;289.4590120315552;0.045800209045410156;[(1,), (-3, -1), (-1, 3)]
2;0.025;5;0.8888888888888888;0.7560975609756098;308.5979220867157;0.016370058059692383;[(1,), (-5, -1), (-1, 2, 5), (-4, -2, -1, 5), (-2, -1, 4, 5)]
3;0.025;6;0.8658536585365854;0.9;537.8882739543915;0.2752828598022461;[(3,), (-4, -3), (-3, 1, 4), (-3, -1, 2, 4), (-8, -3, -2, -1, 4), (-3, -2, -1, 4, 8)]
1;0.01;6;0.8641975308641976;0.9024390243902439;600.0000009536743;0.4912681579589844;[(1,), (-3, -1), (-1, 3, 4), (-4, -1, 3, 6), (-6, -5, -4, -1, 3), (-6, -4, -1, 3, 5)]
2;0.01;6;0.9012345679012346;0.8292682926829268;600.0000038146973;0.02445697784423828;[(1,), (-5, -1), (-1, 2, 5), (-2, -1, 4, 5), (-9, -4, -2, -1, 5), (-4, -2, -1, 5, 9)]
3;0.01;6;0.8658536585365854;0.9;600.000018119812;0.9891011714935303;[(3,), (-4, -3), (-3, 1, 4), (-3, -1, 2, 4), (-8, -3, -2, -1, 4), (-3, -2, -1, 4, 8)]
1;0.005;11;0.9012345679012346;0.7073170731707317;600.0003776550293;0.3725566864013672;[(3,), (-3, -1), (-3, 1, 6), (-6, -5, -4, -3, 1), (-6, -3, 1, 5, 10), (-6, -5, -3, -2, 1, 4), (-6, -5, -3, 1, 2, 4), (-11, -10, -7, -6, -3, 1, 5), (-11, -10, -6, -3, 1, 5, 7), (-10, -8, -6, -3, 1, 5, 11), (-10, -6, -3, 1, 5, 8, 11)]
2;0.005;7;0.9135802469135803;0.7804878048780488;600.0002949237823;0.03395986557006836;[(1,), (-5, -1), (-1, 2, 5), (-2, -1, 4, 5), (-9, -4, -2, -1, 5), (-11, -4, -2, -1, 5, 9), (-4, -2, -1, 5, 9, 11)]
3;0.005;14;0.9268292682926829;0.825;600.0003230571747;455.7627692222595;[(1,), (-8, -2, -1), (-1, 2, 4), (-4, -3, -1, 2), (-9, -2, -1, 3, 8), (-6, -4, -1, 2, 3), (-10, -4, -3, -2, -1, 8), (-10, -3, -2, -1, 4, 8), (-7, -3, -2, -1, 8, 10), (-3, -2, -1, 7, 8, 10), (-10, -2, -1, 3, 8, 9), (-2, -1, 3, 8, 9, 10), (-11, -4, -1, 2, 3, 6), (-4, -1, 2, 3, 6, 11)]
1;0.0025;12;0.9259259259259259;0.7073170731707317;600.0000019073486;21.371644020080566;[(3,), (-5, -3, -1), (-3, 5, 10), (-5, -3, 1, 6), (-10, -3, -1, 5), (-6, -5, -4, -3, 1), (-6, -5, -3, -2, 1, 4), (-6, -5, -3, 1, 2, 4), (-11, -10, -7, -3, 1, 5), (-11, -10, -3, 1, 5, 7), (-10, -8, -3, 1, 5, 11), (-10, -3, 1, 5, 8, 11)]
