fold;lamb;nleaves;trainaccu_CART;testaccu_CART
1;0.1;1.0;0.5308641975308642;0.4634146341463415
2;0.1;3.0;0.8148148148148148;0.7073170731707317
3;0.1;1.0;0.524390243902439;0.425
1;0.05;3.0;0.7901234567901234;0.7560975609756098
2;0.05;3.0;0.8148148148148148;0.7073170731707317
3;0.05;1.0;0.524390243902439;0.425
1;0.025;5.0;0.8395061728395061;0.6341463414634146
2;0.025;5.0;0.8888888888888888;0.7560975609756098
3;0.025;6.0;0.8170731707317073;0.8
1;0.01;12.0;0.9629629629629629;0.7804878048780488
2;0.01;10.0;0.9753086419753086;0.8292682926829268
3;0.01;10.0;0.9512195121951219;0.9
1;0.005;15.0;0.9753086419753086;0.8292682926829268
2;0.005;12.0;0.9876543209876543;0.8292682926829268
3;0.005;15.0;0.975609756097561;0.9
1;0.0025;17.0;0.9753086419753086;0.8292682926829268
2;0.0025;12.0;0.9876543209876543;0.8292682926829268
3;0.0025;15.0;0.975609756097561;0.9
1;0.001;17.0;0.9753086419753086;0.8292682926829268
2;0.001;14.0;1.0;0.8292682926829268
3;0.001;18.0;0.975609756097561;0.9
