fold;lamb;nleaves;trainaccu_CART;testaccu_CART
1;0.1;2.0;0.7682926829268293;0.6666666666666666
2;0.1;2.0;0.7108433734939759;0.7804878048780488
3;0.1;2.0;0.7228915662650602;0.7560975609756098
1;0.05;2.0;0.7682926829268293;0.6666666666666666
2;0.05;2.0;0.7108433734939759;0.7804878048780488
3;0.05;2.0;0.7228915662650602;0.7560975609756098
1;0.025;2.0;0.7682926829268293;0.6666666666666666
2;0.025;5.0;0.9036144578313253;0.926829268292683
3;0.025;2.0;0.7228915662650602;0.7560975609756098
1;0.01;6.0;0.8658536585365854;0.9285714285714286
2;0.01;5.0;0.9036144578313253;0.926829268292683
3;0.01;3.0;0.7228915662650602;0.7560975609756098
1;0.005;8.0;0.8902439024390244;0.9047619047619048
2;0.005;8.0;1.0;1.0
3;0.005;11.0;0.9879518072289156;0.8048780487804879
1;0.0025;9.0;0.8902439024390244;0.9047619047619048
2;0.0025;8.0;1.0;1.0
3;0.0025;11.0;0.9879518072289156;0.8048780487804879
1;0.001;17.0;0.9146341463414634;0.9285714285714286
2;0.001;8.0;1.0;1.0
3;0.001;11.0;0.9879518072289156;0.8048780487804879
