fold;lamb;nleaves;trainaccu_CART;testaccu_CART;totaltime;time_c;leaves_c
NA;0.1;1;0.7002314814814814;NA;0.11857295036315918;0;[()]
NA;0.05;3;0.8553240740740741;NA;1.9294710159301758;0.12461709976196289;[(1,), (-2, -1), (-1, 2)]
NA;0.025;3;0.8553240740740741;NA;299.66302490234375;0.1278989315032959;[(1,), (-2, -1), (-1, 2)]
NA;0.01;6;0.8969907407407407;NA;1800.0000970363617;60.884692907333374;[(2,), (-2, 1), (-2, -1, 6), (-6, -2, -1, 5), (-7, -6, -5, -2, -1), (-6, -5, -2, -1, 7)]
NA;0.005;7;0.8969907407407407;NA;1800.0011410713196;384.8034157752991;[(2,), (-2, 1), (-2, -1, 5), (-8, -6, -5, -2, -1), (-8, -5, -2, -1, 6), (-10, -5, -2, -1, 8), (-5, -2, -1, 8, 10)]
NA;0.0025;9;0.8969907407407407;NA;1800.0002529621124;185.80963373184204;[(1,), (-1, 2), (-2, -1, 6, 9), (-8, -6, -5, -2, -1), (-8, -6, -2, -1, 5), (-6, -3, -2, -1, 8), (-6, -2, -1, 3, 8), (-10, -9, -2, -1, 6), (-9, -2, -1, 6, 10)]
NA;0.001;9;0.8969907407407408;NA;1800.0014326572418;200.8288938999176;[(1,), (-1, 2), (-2, -1, 7, 9), (-7, -6, -5, -2, -1), (-7, -6, -2, -1, 5), (-7, -3, -2, -1, 6), (-7, -2, -1, 3, 6), (-9, -3, -2, -1, 7), (-9, -2, -1, 3, 7)]
NA;0.0001;9;0.8969907407407408;NA;7812.5796229839325;214.14391088485718;[(1,), (-1, 2), (-2, -1, 7, 9), (-7, -6, -5, -2, -1), (-7, -6, -2, -1, 5), (-7, -3, -2, -1, 6), (-7, -2, -1, 3, 6), (-9, -3, -2, -1, 7), (-9, -2, -1, 3, 7)]
