fold;lamb;nleaves;trainaccu_CART;testaccu_CART;totaltime;time_c;leaves_c
1;0.025;2.0;0.6354568854568855;0.6700434153400868;0.09538793563842773;0.08298993110656738;NA
2;0.025;2;0.6406048906048907;0.6237337192474675;0.09368395805358887;0.08155298233032227;[(-1,), (1,)]
3;0.025;2.0;0.6435006435006435;0.597684515195369;0.09530806541442871;0.08396100997924805;NA
4;0.025;2.0;0.6377091377091377;0.6497829232995659;0.09351801872253418;0.0823049545288086;NA
5;0.025;2.0;0.638996138996139;0.638205499276411;0.0922250747680664;0.08113408088684082;NA
6;0.025;2.0;0.6394787644787645;0.6338639652677279;0.09423279762268066;0.08183884620666504;NA
7;0.025;2.0;0.6352960102960103;0.6714905933429812;0.09603095054626465;0.0835878849029541;NA
8;0.025;2.0;0.6366414669454721;0.6594202898550725;0.09510278701782227;0.0839378833770752;NA
9;0.025;2.0;0.6388933569245617;0.6391304347826087;0.09502100944519043;0.08350110054016113;NA
10;0.025;2.0;0.6425928904616375;0.6057971014492753;0.09241604804992676;0.08119726181030273;NA
1;0.01;3;0.6518661518661519;0.6845151953690304;0.982651948928833;0.1977989673614502;[(1,), (-3, -1), (-1, 3)]
2;0.01;3;0.6558880308880309;0.6483357452966715;0.6252119541168213;0.20070600509643555;[(1,), (-3, -1), (-1, 3)]
3;0.01;3;0.6574967824967825;0.6338639652677279;0.8446860313415527;0.19060969352722168;[(1,), (-3, -1), (-1, 3)]
4;0.01;3;0.6536357786357787;0.6685962373371924;0.9995641708374023;0.21045923233032227;[(1,), (-3, -1), (-1, 3)]
5;0.01;3;0.6550836550836551;0.6555716353111433;0.8889639377593994;0.20405888557434082;[(1,), (-3, -1), (-1, 3)]
6;0.01;3;0.6568532818532818;0.6396526772793053;1.0637900829315186;0.21345019340515137;[(1,), (-3, -1), (-1, 3)]
7;0.01;3;0.6518661518661519;0.6685962373371924;1.0545570850372314;0.21410298347473145;[(1,), (-10, -1), (-1, 10)]
8;0.01;3;0.6552999839150716;0.6536231884057971;0.888495922088623;0.19449114799499512;[(1,), (-3, -1), (-1, 3)]
9;0.01;3;0.6548174360624095;0.6579710144927536;0.8925492763519287;0.21912813186645508;[(1,), (-3, -1), (-1, 3)]
10;0.01;3;0.6588386681679267;0.6217391304347826;0.482806921005249;0.2214217185974121;[(1,), (-3, -1), (-1, 3)]
1;0.005;5;0.6668275418275419;0.6888567293777135;10.638411045074463;0.6525311470031738;[(1,), (-7, -1), (-1, 7, 12), (-12, -3, -1, 7), (-12, -1, 3, 7)]
2;0.005;5;0.6682754182754183;0.6758321273516642;10.81625485420227;0.827183723449707;[(1,), (-7, -1), (-3, -1, 7), (-12, -1, 3, 7), (-1, 3, 7, 12)]
3;0.005;5;0.6727799227799228;0.6353111432706223;8.48827576637268;0.7451450824737549;[(1,), (-7, -1), (-1, 7, 12), (-12, -3, -1, 7), (-12, -1, 3, 7)]
4;0.005;5;0.6676319176319176;0.6700434153400868;9.91630506515503;0.7275662422180176;[(1,), (-7, -1), (-1, 7, 12), (-12, -10, -1, 7), (-12, -1, 7, 10)]
5;0.005;4.0;0.6640926640926641;0.6454413892908828;10.922041654586792;0.08079886436462402;NA
6;0.005;5;0.671975546975547;0.6425470332850941;11.45499587059021;0.748201847076416;[(1,), (-7, -1), (-3, -1, 7), (-12, -1, 3, 7), (-1, 3, 7, 12)]
7;0.005;5;0.6657014157014157;0.6874095513748191;153.65181016921997;0.7555878162384033;[(1,), (-6, -1), (-1, 6, 12), (-12, -10, -1, 6), (-12, -1, 6, 10)]
8;0.005;5;0.6686504745053885;0.672463768115942;10.382009029388428;0.8121869564056396;[(1,), (-7, -1), (-1, 7, 12), (-12, -3, -1, 7), (-12, -1, 3, 7)]
9;0.005;5;0.6689721730738298;0.6695652173913044;9.391568183898926;0.592278242111206;[(1,), (-7, -1), (-1, 7, 12), (-12, -3, -1, 7), (-12, -1, 3, 7)]
10;0.005;5;0.6720283094740228;0.6420289855072464;5.219835042953491;0.592087984085083;[(1,), (-7, -1), (-3, -1, 7), (-12, -1, 3, 7), (-1, 3, 7, 12)]
1;0.001;7;0.6666666666666667;0.6845151953690304;1800.0037178993225;399.5433909893036;[(2,), (-7, -6, -2), (-11, -2, 7), (-7, -2, -1, 6), (-7, -2, 1, 6), (-10, -2, 7, 11), (-2, 7, 10, 11)]
2;0.001;5;0.6681145431145431;0.6729377713458755;1800.0039768218994;392.1710891723633;[(-3,), (-12, -1, 3), (-12, 1, 3), (-7, 3, 12), (3, 7, 12)]
3;0.001;7;0.6735842985842986;0.622286541244573;1800.0008020401;1467.861804008484;[(2,), (-7, -6, -2), (-10, -2, 7), (-7, -2, -1, 6), (-7, -2, 1, 6), (-11, -2, 7, 10), (-2, 7, 10, 11)]
4;0.001;9;0.666988416988417;0.683068017366136;1800.0001428127289;45.62083983421326;[(-6,), (2, 6), (-3, -2, 1, 6), (-11, -7, -2, -1, 6), (-11, -2, -1, 6, 7), (-10, -2, -1, 6, 11), (-2, -1, 6, 10, 11), (-5, -2, 1, 3, 6), (-2, 1, 3, 5, 6)]
5;0.001;8;0.6694015444015444;0.658465991316932;1800.0163111686707;42.05786395072937;[(2,), (-11, -2, 8), (-12, -8, -2, -1), (-12, -8, -2, 1), (-8, -6, -2, 12), (-8, -2, 6, 12), (-9, -2, 8, 11), (-2, 8, 9, 11)]
6;0.001;7;0.6710102960102959;0.6439942112879884;1800.0024242401123;1666.0495762825012;[(2,), (-7, -6, -2), (-3, -2, 7), (-7, -2, -1, 6), (-7, -2, 1, 6), (-11, -2, 3, 7), (-2, 3, 7, 11)]
7;0.001;9;0.6657014157014157;0.6946454413892909;1800.0043110847473;107.83624505996704;[(-7,), (2, 7), (-4, -2, 7, 11), (-12, -11, -3, -2, 7), (-12, -11, -2, 3, 7), (-11, -6, -2, 7, 12), (-11, -2, 6, 7, 12), (-10, -2, 4, 7, 11), (-2, 4, 7, 10, 11)]
8;0.001;8;0.6723500080424641;0.6594202898550725;1800.0041251182556;426.07943892478943;[(-3,), (1, 3, 10), (-12, -10, -1, 3), (-12, -10, 1, 3), (-10, -7, 3, 12), (-10, 3, 7, 12), (-9, -1, 3, 10), (-1, 3, 9, 10)]
9;0.001;8;0.670419816631816;0.6594202898550725;1800.000846862793;437.8034338951111;[(2,), (-6, -2), (-11, -2, 6, 7), (-2, 6, 8, 11), (-11, -7, -2, -1, 6), (-11, -7, -2, 1, 6), (-9, -8, -2, 6, 11), (-8, -2, 6, 9, 11)]
10;0.001;6;0.6702589673475954;0.6405797101449275;1800.0009880065918;0.1748371124267578;[(2,), (-3, -2), (-7, -2, -1, 3), (-7, -2, 1, 3), (-10, -2, 3, 7), (-2, 3, 7, 10)]
1;0.0005;16.0;0.6702059202059202;0.6888567293777135;1800.0267810821533;0.09593486785888672;NA
2;0.0005;12;0.6711711711711712;0.6743849493487699;1800.004744052887;1625.9937407970428;[(-6,), (-5, 2, 6), (-5, -3, -2, 6), (1, 5, 6, 11), (-5, -2, -1, 3, 6), (-5, -2, 1, 3, 6), (-12, -11, -1, 5, 6), (-12, -11, 1, 5, 6), (-11, -7, 5, 6, 12), (-11, 5, 6, 7, 12), (-8, -1, 5, 6, 11), (-1, 5, 6, 8, 11)]
3;0.0005;13;0.6742277992277992;0.6410998552821997;1800.0178170204163;678.7864019870758;[(-6,), (-5, 2, 6), (-3, 1, 5, 6), (-9, -5, -2, -1, 6), (-9, -5, -2, 1, 6), (-5, -2, -1, 6, 9), (-5, -2, 1, 6, 9), (-7, -3, -1, 5, 6), (-3, -1, 5, 6, 7), (-12, -1, 3, 5, 6), (-12, 1, 3, 5, 6), (-7, 3, 5, 6, 12), (3, 5, 6, 7, 12)]
4;0.0005;12;0.667953667953668;0.6758321273516642;1800.0092432498932;4.213928937911987;[(-6,), (-4, 6), (-5, -1, 4, 6), (-3, 1, 4, 6), (-12, -10, -1, 4, 5, 6), (-12, -1, 4, 5, 6, 10), (-7, -1, 4, 5, 6, 12), (-1, 4, 5, 6, 7, 12), (-9, -8, 1, 3, 4, 6), (-9, 1, 3, 4, 6, 8), (-5, 1, 3, 4, 6, 9), (1, 3, 4, 5, 6, 9)]
5;0.0005;14;0.6703667953667953;0.6526772793053546;1800.0027639865875;721.767373085022;[(2,), (-4, -2), (-7, -2, 4), (-3, -2, 1, 4, 7), (-9, -5, -2, -1, 4, 7), (-12, -2, -1, 4, 7, 9), (-9, -6, -2, -1, 4, 5, 7), (-9, -2, -1, 4, 5, 6, 7), (-6, -2, -1, 4, 7, 9, 12), (-2, -1, 4, 6, 7, 9, 12), (-9, -8, -2, 1, 3, 4, 7), (-9, -2, 1, 3, 4, 7, 8), (-5, -2, 1, 3, 4, 7, 9), (-2, 1, 3, 4, 5, 7, 9)]
6;0.0005;11;0.6732625482625483;0.6425470332850941;1800.0176570415497;251.63114404678345;[(-6,), (-5, -1, 6), (-3, 1, 6), (-12, -9, -1, 5, 6), (-12, -1, 5, 6, 9), (-7, -1, 5, 6, 12), (-1, 5, 6, 7, 12), (-10, -5, 1, 3, 6), (-5, 1, 3, 6, 10), (-8, 1, 3, 5, 6), (1, 3, 5, 6, 8)]
7;0.0005;11;0.6685971685971687;0.6845151953690304;1800.0030169487;127.48872399330139;[(-7,), (-4, -1, 7), (-3, 1, 7), (-12, -10, -1, 4, 7), (-12, -1, 4, 7, 10), (-6, -1, 4, 7, 12), (-1, 4, 6, 7, 12), (-9, -6, 1, 3, 7), (-9, 1, 3, 6, 7), (-4, 1, 3, 7, 9), (1, 3, 4, 7, 9)]
8;0.0005;15.0;0.6728325558951262;0.6652173913043479;1800.0063812732697;0.09374332427978516;NA
9;0.0005;12;0.670419816631816;0.6623188405797101;1800.0190360546112;518.4558022022247;[(-6,), (-4, 6), (-5, -1, 4, 6), (-3, 1, 4, 6), (-12, -3, -1, 4, 5, 6), (-12, -1, 3, 4, 5, 6), (-7, -1, 4, 5, 6, 12), (-1, 4, 5, 6, 7, 12), (-8, -5, 1, 3, 4, 6), (-5, 1, 3, 4, 6, 8), (-10, 1, 3, 4, 5, 6), (1, 3, 4, 5, 6, 10)]
