fold;lamb;nleaves;trainaccu_CART;testaccu_CART
1;0.1;1.0;0.6513157894736842;0.35294117647058826
2;0.1;1.0;0.631578947368421;0.5294117647058824
3;0.1;1.0;0.5921052631578947;0.8823529411764706
4;0.1;1.0;0.625;0.5882352941176471
5;0.1;1.0;0.618421052631579;0.6470588235294118
6;0.1;1.0;0.618421052631579;0.6470588235294118
7;0.1;1.0;0.6118421052631579;0.7058823529411765
8;0.1;1.0;0.6118421052631579;0.7058823529411765
9;0.1;1.0;0.631578947368421;0.5294117647058824
10;0.1;1.0;0.6209150326797386;0.625
1;0.025;1.0;0.6513157894736842;0.35294117647058826
2;0.025;1.0;0.631578947368421;0.5294117647058824
3;0.025;1.0;0.5921052631578947;0.8823529411764706
4;0.025;1.0;0.625;0.5882352941176471
5;0.025;1.0;0.618421052631579;0.6470588235294118
6;0.025;1.0;0.618421052631579;0.6470588235294118
7;0.025;1.0;0.6118421052631579;0.7058823529411765
8;0.025;1.0;0.6118421052631579;0.7058823529411765
9;0.025;1.0;0.631578947368421;0.5294117647058824
10;0.025;1.0;0.6209150326797386;0.625
1;0.01;5.0;0.7105263157894737;0.29411764705882354
2;0.01;1.0;0.631578947368421;0.5294117647058824
3;0.01;6.0;0.6447368421052632;0.7647058823529411
4;0.01;6.0;0.6578947368421053;0.6470588235294118
5;0.01;3.0;0.618421052631579;0.6470588235294118
6;0.01;2.0;0.631578947368421;0.5294117647058824
7;0.01;2.0;0.625;0.5882352941176471
8;0.01;5.0;0.6447368421052632;0.5882352941176471
9;0.01;7.0;0.7171052631578947;0.47058823529411764
10;0.01;1.0;0.6209150326797386;0.625
1;0.005;31.0;0.9407894736842105;0.7647058823529411
2;0.005;22.0;0.8157894736842105;0.47058823529411764
3;0.005;33.0;0.9605263157894737;0.7058823529411765
4;0.005;27.0;0.9210526315789473;0.7647058823529411
5;0.005;8.0;0.6644736842105263;0.6470588235294118
6;0.005;36.0;0.9013157894736842;0.7058823529411765
7;0.005;12.0;0.7105263157894737;0.7058823529411765
8;0.005;21.0;0.8289473684210527;0.5294117647058824
9;0.005;30.0;0.881578947368421;0.47058823529411764
10;0.005;9.0;0.673202614379085;0.625
