fold;lamb;nleaves;trainaccu_CART;testaccu_CART;totaltime;time_c;leaves_c
1;0.1;1.0;0.6513157894736842;0.35294117647058826;0.009470939636230469;0.008639812469482422;NA
2;0.1;1.0;0.631578947368421;0.5294117647058824;0.0088348388671875;0.007960796356201172;NA
3;0.1;1.0;0.5921052631578947;0.8823529411764706;0.023406028747558594;0.012372970581054688;NA
4;0.1;1.0;0.625;0.5882352941176471;0.009781122207641602;0.008691072463989258;NA
5;0.1;1.0;0.618421052631579;0.6470588235294118;0.011549234390258789;0.010093212127685547;NA
6;0.1;1.0;0.618421052631579;0.6470588235294118;0.010694026947021484;0.008981943130493164;NA
7;0.1;1.0;0.6118421052631579;0.7058823529411765;0.02323293685913086;0.020856857299804688;NA
8;0.1;1.0;0.6118421052631579;0.7058823529411765;0.011249780654907227;0.009357929229736328;NA
9;0.1;1.0;0.631578947368421;0.5294117647058824;0.026203155517578125;0.02449512481689453;NA
10;0.1;1.0;0.6209150326797386;0.625;0.010567903518676758;0.008922815322875977;NA
1;0.025;5;0.756578947368421;0.35294117647058826;1800.0000958442688;1.514868974685669;[(1,), (-9, -4, -1), (-4, -1, 9), (-2, -1, 4), (-1, 2, 4)]
2;0.025;7;0.7894736842105263;0.5882352941176471;1800.0564060211182;6.096069097518921;[(2,), (-8, -2, 6), (-2, 6, 8), (-8, -6, -3, -2), (-6, -3, -2, 8), (-6, -5, -2, 3), (-6, -2, 3, 5)]
3;0.025;7;0.7763157894736843;0.8235294117647058;1800.0014610290527;1.7132468223571777;[(1,), (-10, -4, -1), (-10, -1, 4), (-1, 4, 10), (-4, -3, -1, 10), (-6, -4, -1, 3, 10), (-4, -1, 3, 6, 10)]
4;0.025;5;0.743421052631579;0.47058823529411764;1800.0002601146698;0.8677828311920166;[(1,), (-9, -6, -1), (-6, -1, 9), (-2, -1, 6), (-1, 2, 6)]
5;0.025;7;0.7763157894736843;0.7058823529411765;1800.0004210472107;0.4311990737915039;[(1,), (-10, -7, -1), (-10, -1, 7), (-1, 7, 10), (-7, -1, 4, 10), (-7, -6, -4, -1, 10), (-7, -4, -1, 6, 10)]
6;0.025;1.0;0.618421052631579;0.6470588235294118;1800.0012378692627;0.009422779083251953;NA
7;0.025;5;0.7171052631578947;0.7058823529411765;1800.0001220703125;10.21546483039856;[(2,), (-10, -4, -2), (-10, -2, 4), (-2, -1, 10), (-2, 1, 10)]
8;0.025;5;0.7236842105263158;0.6470588235294118;1800.0000162124634;0.03467106819152832;[(-9,), (5, 9), (-5, -4, 9), (-7, -5, 4, 9), (-5, 4, 7, 9)]
9;0.025;1.0;0.631578947368421;0.5294117647058824;1800.0014078617096;0.010141849517822266;NA
10;0.025;4;0.7058823529411764;0.625;1800.0014789104462;0.010986804962158203;[(3,), (-6, -3), (-4, -3, 6), (-3, 4, 6)]
1;0.01;9;0.8355263157894737;0.5882352941176471;1800.0006029605865;0.10849976539611816;[(1,), (-9, -4, -1), (-4, -1, 9), (-1, 4, 9), (-9, -3, -1, 4, 8), (-9, -8, -1, 3, 4), (-9, -1, 3, 4, 8), (-9, -8, -7, -3, -1, 4), (-9, -8, -3, -1, 4, 7)]
2;0.01;7;0.7894736842105263;0.7058823529411765;1800.0001139640808;3.7576687335968018;[(2,), (-8, -6, -2), (-8, -2, 6), (-2, 6, 8), (-6, -5, -2, 8), (-6, -3, -2, 5, 8), (-6, -2, 3, 5, 8)]
3;0.01;12;0.8552631578947368;0.7058823529411765;1800.0008828639984;0.5564558506011963;[(1,), (-10, -1, 4), (-1, 4, 10), (-10, -6, -4, -1), (-10, -4, -1, 3, 6), (-6, -4, -1, 3, 10), (-4, -3, -1, 6, 10), (-4, -1, 3, 6, 10), (-10, -7, -4, -3, -1, 6), (-10, -4, -3, -1, 6, 7), (-7, -6, -4, -3, -1, 10), (-6, -4, -3, -1, 7, 10)]
4;0.01;12;0.8486842105263158;0.8823529411764706;1800.0000081062317;44.846436977386475;[(1,), (-6, -1, 9), (-1, 6, 9), (-9, -6, -2, -1), (-9, -1, 2, 7), (-9, -2, -1, 4, 6), (-9, -7, -4, -2, -1, 6), (-9, -4, -2, -1, 6, 7), (-9, -7, -6, -4, -1, 2), (-9, -7, -6, -1, 2, 4), (-9, -7, -4, -1, 2, 6), (-9, -7, -1, 2, 4, 6)]
5;0.01;13;0.875;0.7058823529411765;1800.0004959106445;1.484764814376831;[(1,), (-10, -1, 7), (-1, 7, 10), (-10, -7, -6, -1), (-7, -3, -1, 6, 10), (-7, -6, -1, 3, 10), (-7, -1, 3, 6, 10), (-10, -9, -7, -3, -1, 6), (-10, -9, -7, -1, 3, 6), (-10, -7, -2, -1, 6, 9), (-10, -7, -1, 2, 6, 9), (-9, -7, -6, -3, -1, 10), (-7, -6, -3, -1, 9, 10)]
6;0.01;14;0.868421052631579;0.8823529411764706;1800.0009880065918;4.359714984893799;[(2,), (-11, -2, 4), (-2, 4, 11), (-11, -4, -3, -2), (-4, -3, -2, 5, 11), (-4, -2, 3, 5, 11), (-11, -8, -5, -4, -2, 3), (-11, -8, -4, -2, 3, 5), (-11, -4, -2, -1, 3, 8), (-11, -4, -2, 1, 3, 8), (-8, -5, -4, -3, -2, 11), (-5, -4, -3, -2, 8, 11), (-8, -5, -4, -2, 3, 11), (-5, -4, -2, 3, 8, 11)]
7;0.01;8;0.756578947368421;0.8235294117647058;1800.0011007785797;0.40108180046081543;[(2,), (-10, -2), (-2, 4, 10), (-4, -3, -2, 6, 10), (-6, -4, -2, 3, 10), (-4, -2, 3, 6, 10), (-9, -6, -4, -3, -2, 10), (-6, -4, -3, -2, 9, 10)]
8;0.01;7;0.7763157894736843;0.8235294117647058;1800.0007050037384;0.4244210720062256;[(2,), (-9, -5, -2), (-9, -2, 5), (-2, 5, 9), (-5, -4, -2, 9), (-5, -3, -2, 4, 9), (-5, -2, 3, 4, 9)]
9;0.01;12;0.8552631578947368;0.8235294117647058;1800.0003020763397;1525.0339379310608;[(2,), (-8, -2, 5), (-2, 5, 8), (-8, -6, -5, -2), (-5, -2, 6, 7), (-6, -5, -2, 8, 9), (-9, -7, -6, -5, -2, 8), (-9, -6, -5, -2, 7, 8), (-9, -8, -7, -5, -2, 6), (-8, -7, -5, -2, 6, 9), (-9, -7, -5, -2, 6, 8), (-7, -5, -2, 6, 8, 9)]
10;0.01;6;0.7450980392156863;0.6875;1800.0014553070068;30.986593008041382;[(4,), (-6, -4), (-4, -3, 6), (-4, 3, 6, 10), (-10, -4, -2, 3, 6), (-10, -4, 2, 3, 6)]
1;0.005;31.0;0.9407894736842105;0.7647058823529411;1800.0008199214935;0.009349822998046875;NA
2;0.005;18;0.8486842105263158;0.7647058823529411;1800.0000112056732;58.453612089157104;[(2,), (-2, -1, 7), (-8, -7, -2, 1), (-7, -2, 1, 8), (-3, -2, 1, 7), (-8, -7, -2, -1, 6), (-8, -2, 1, 3, 7), (-2, 1, 3, 7, 8), (-8, -7, -6, -3, -2, -1), (-7, -2, -1, 3, 5, 8), (-8, -7, -6, -5, -2, -1, 3), (-8, -7, -6, -2, -1, 3, 5), (-7, -6, -5, -3, -2, -1, 8), (-7, -5, -3, -2, -1, 6, 8), (-7, -6, -5, -2, -1, 3, 8), (-7, -5, -2, -1, 3, 6, 8), (-7, -6, -3, -2, -1, 5, 8), (-7, -3, -2, -1, 5, 6, 8)]
3;0.005;33.0;0.9605263157894737;0.7058823529411765;1800.0007989406586;0.012981891632080078;NA
4;0.005;26.0;0.9144736842105263;0.7647058823529411;1802.0761091709137;0.011150121688842773;NA
