CMDLINE /usr/bin/python3 test_memory.py
MEM 3.933594 1544226915.6960
MEM 22.703125 1544226915.7964
MEM 35.242188 1544226915.8967
MEM 50.421875 1544226915.9970
MEM 57.921875 1544226916.0973
MEM 57.921875 1544226916.1974
MEM 58.285156 1544226916.2975
MEM 58.332031 1544226916.3977
MEM 58.332031 1544226916.4978
MEM 58.332031 1544226916.5979
MEM 58.332031 1544226916.6981
MEM 58.332031 1544226916.7985
MEM 58.332031 1544226916.8988
MEM 58.332031 1544226916.9990
MEM 58.332031 1544226917.0993
MEM 58.332031 1544226917.1995
MEM 58.332031 1544226917.2997
MEM 58.332031 1544226917.3999
MEM 58.332031 1544226917.5000
MEM 58.332031 1544226917.6002
MEM 58.582031 1544226917.7005
MEM 58.582031 1544226917.8007
MEM 58.835938 1544226917.9008
MEM 58.886719 1544226918.0009
MEM 58.886719 1544226918.1012
MEM 58.886719 1544226918.2014
MEM 58.886719 1544226918.3017
MEM 58.886719 1544226918.4018
MEM 58.933594 1544226918.5019
MEM 58.933594 1544226918.6021
MEM 59.238281 1544226918.7022
MEM 59.238281 1544226918.8023
MEM 59.238281 1544226918.9024
MEM 59.492188 1544226919.0025
MEM 59.652344 1544226919.1027
MEM 59.652344 1544226919.2028
MEM 59.652344 1544226919.3029
MEM 59.652344 1544226919.4031
MEM 59.652344 1544226919.5034
MEM 59.652344 1544226919.6036
MEM 59.652344 1544226919.7038
MEM 59.910156 1544226919.8041
MEM 59.910156 1544226919.9043
MEM 60.160156 1544226920.0045
MEM 60.160156 1544226920.1047
MEM 60.160156 1544226920.2048
MEM 60.160156 1544226920.3049
MEM 60.160156 1544226920.4050
MEM 60.160156 1544226920.5052
MEM 60.410156 1544226920.6054
MEM 60.410156 1544226920.7056
MEM 60.410156 1544226920.8057
MEM 60.410156 1544226920.9058
MEM 60.410156 1544226921.0059
MEM 60.410156 1544226921.1061
MEM 60.410156 1544226921.2062
MEM 60.410156 1544226921.3063
MEM 60.410156 1544226921.4064
MEM 60.410156 1544226921.5065
MEM 60.410156 1544226921.6066
MEM 60.410156 1544226921.7069
MEM 60.410156 1544226921.8070
MEM 60.410156 1544226921.9071
MEM 60.410156 1544226922.0073
MEM 60.410156 1544226922.1074
MEM 60.410156 1544226922.2076
MEM 60.410156 1544226922.3077
MEM 60.679688 1544226922.4079
MEM 60.714844 1544226922.5081
MEM 60.714844 1544226922.6083
MEM 60.714844 1544226922.7085
MEM 60.968750 1544226922.8089
MEM 61.226562 1544226922.9091
MEM 61.355469 1544226923.0092
MEM 61.363281 1544226923.1094
MEM 61.621094 1544226923.2095
MEM 62.316406 1544226923.3096
MEM 63.265625 1544226923.4098
MEM 63.769531 1544226923.5100
MEM 64.574219 1544226923.6101
MEM 65.074219 1544226923.7102
MEM 65.781250 1544226923.8105
MEM 66.226562 1544226923.9108
MEM 67.183594 1544226924.0110
MEM 67.937500 1544226924.1111
MEM 68.644531 1544226924.2112
MEM 68.902344 1544226924.3113
MEM 68.902344 1544226924.4114
MEM 69.339844 1544226924.5115
MEM 70.390625 1544226924.6117
MEM 71.660156 1544226924.7119
MEM 72.628906 1544226924.8120
MEM 74.039062 1544226924.9121
MEM 75.226562 1544226925.0124
MEM 76.296875 1544226925.1126
MEM 77.425781 1544226925.2129
MEM 77.484375 1544226925.3131
MEM 78.312500 1544226925.4132
MEM 79.488281 1544226925.5134
MEM 80.886719 1544226925.6136
MEM 81.957031 1544226925.7138
MEM 83.316406 1544226925.8140
MEM 84.316406 1544226925.9146
MEM 85.574219 1544226926.0148
MEM 86.125000 1544226926.1152
MEM 87.320312 1544226926.2154
MEM 88.535156 1544226926.3155
MEM 89.703125 1544226926.4157
MEM 90.878906 1544226926.5158
MEM 92.093750 1544226926.6160
MEM 93.324219 1544226926.7163
MEM 94.003906 1544226926.8164
MEM 94.015625 1544226926.9165
MEM 94.019531 1544226927.0166
MEM 94.023438 1544226927.1167
MEM 94.023438 1544226927.2170
MEM 94.277344 1544226927.3173
MEM 94.316406 1544226927.4174
MEM 94.316406 1544226927.5176
MEM 94.324219 1544226927.6177
MEM 94.367188 1544226927.7179
MEM 94.667969 1544226927.8181
MEM 94.843750 1544226927.9186
MEM 95.093750 1544226928.0188
MEM 95.347656 1544226928.1191
MEM 95.648438 1544226928.2193
MEM 96.726562 1544226928.3196
MEM 96.980469 1544226928.4198
MEM 97.484375 1544226928.5200
MEM 98.453125 1544226928.6202
MEM 98.750000 1544226928.7203
MEM 99.261719 1544226928.8205
MEM 100.003906 1544226928.9208
MEM 100.789062 1544226929.0210
MEM 100.789062 1544226929.1213
MEM 101.554688 1544226929.2214
MEM 102.175781 1544226929.3215
MEM 102.683594 1544226929.4216
MEM 103.703125 1544226929.5217
MEM 104.031250 1544226929.6219
MEM 104.871094 1544226929.7221
MEM 105.125000 1544226929.8222
MEM 105.804688 1544226929.9225
MEM 105.972656 1544226930.0226
MEM 105.972656 1544226930.1228
MEM 106.226562 1544226930.2229
MEM 106.277344 1544226930.3230
MEM 106.277344 1544226930.4231
MEM 106.277344 1544226930.5232
MEM 106.789062 1544226930.6234
MEM 106.789062 1544226930.7237
MEM 107.378906 1544226930.8238
MEM 108.015625 1544226930.9240
MEM 108.398438 1544226931.0242
MEM 108.976562 1544226931.1244
MEM 109.355469 1544226931.2245
MEM 109.996094 1544226931.3246
MEM 110.882812 1544226931.4249
MEM 111.289062 1544226931.5251
MEM 112.218750 1544226931.6252
MEM 113.226562 1544226931.7256
MEM 114.390625 1544226931.8260
MEM 115.566406 1544226931.9263
MEM 117.394531 1544226932.0265
MEM 117.996094 1544226932.1267
MEM 119.007812 1544226932.2268
MEM 120.273438 1544226932.3269
MEM 121.546875 1544226932.4271
MEM 122.855469 1544226932.5273
MEM 123.742188 1544226932.6276
MEM 124.511719 1544226932.7279
MEM 125.777344 1544226932.8282
MEM 126.910156 1544226932.9284
MEM 128.148438 1544226933.0287
MEM 129.660156 1544226933.1289
MEM 130.171875 1544226933.2291
MEM 131.250000 1544226933.3294
MEM 132.914062 1544226933.4296
MEM 134.179688 1544226933.5297
MEM 135.562500 1544226933.6299
MEM 135.562500 1544226933.7301
MEM 136.570312 1544226933.8302
MEM 137.792969 1544226933.9304
MEM 139.238281 1544226934.0305
MEM 140.601562 1544226934.1308
MEM 141.480469 1544226934.2310
MEM 141.730469 1544226934.3312
MEM 143.074219 1544226934.4313
MEM 144.343750 1544226934.5315
MEM 145.566406 1544226934.6317
MEM 146.203125 1544226934.7319
MEM 147.386719 1544226934.8322
MEM 148.144531 1544226934.9323
MEM 149.457031 1544226935.0326
MEM 150.625000 1544226935.1328
MEM 152.050781 1544226935.2331
MEM 153.296875 1544226935.3334
MEM 153.304688 1544226935.4335
MEM 153.335938 1544226935.5337
MEM 153.589844 1544226935.6338
MEM 153.617188 1544226935.7339
MEM 153.960938 1544226935.8340
MEM 153.960938 1544226935.9341
MEM 154.972656 1544226936.0343
MEM 156.179688 1544226936.1344
MEM 157.679688 1544226936.2346
MEM 158.937500 1544226936.3349
MEM 159.929688 1544226936.4351
MEM 161.480469 1544226936.5352
MEM 162.691406 1544226936.6353
MEM 163.933594 1544226936.7355
MEM 165.222656 1544226936.8357
MEM 166.484375 1544226936.9359
MEM 167.925781 1544226937.0361
MEM 169.246094 1544226937.1364
MEM 170.535156 1544226937.2365
MEM 171.777344 1544226937.3366
MEM 172.406250 1544226937.4369
MEM 173.535156 1544226937.5371
MEM 174.652344 1544226937.6373
MEM 175.855469 1544226937.7375
MEM 177.398438 1544226937.8377
MEM 178.644531 1544226937.9379
MEM 179.906250 1544226938.0382
MEM 181.167969 1544226938.1385
MEM 182.410156 1544226938.2388
MEM 183.917969 1544226938.3390
MEM 185.269531 1544226938.4393
MEM 186.468750 1544226938.5395
MEM 187.671875 1544226938.6397
MEM 189.023438 1544226938.7399
MEM 190.269531 1544226938.8401
MEM 191.718750 1544226938.9402
MEM 193.031250 1544226939.0404
MEM 194.339844 1544226939.1405
MEM 195.582031 1544226939.2407
MEM 196.851562 1544226939.3409
MEM 198.093750 1544226939.4411
MEM 199.359375 1544226939.5413
MEM 200.917969 1544226939.6414
MEM 202.160156 1544226939.7416
MEM 203.054688 1544226939.8419
MEM 203.062500 1544226939.9420
MEM 203.070312 1544226940.0421
MEM 203.074219 1544226940.1423
MEM 203.078125 1544226940.2424
MEM 203.078125 1544226940.3426
MEM 203.382812 1544226940.4428
MEM 203.390625 1544226940.5430
MEM 203.421875 1544226940.6433
MEM 204.179688 1544226940.7435
MEM 204.929688 1544226940.8437
MEM 204.929688 1544226940.9440
MEM 205.187500 1544226941.0443
MEM 205.187500 1544226941.1446
MEM 206.050781 1544226941.2449
MEM 206.718750 1544226941.3450
MEM 207.503906 1544226941.4451
MEM 208.273438 1544226941.5453
MEM 209.171875 1544226941.6454
MEM 210.089844 1544226941.7455
MEM 210.597656 1544226941.8456
MEM 211.613281 1544226941.9459
MEM 212.828125 1544226942.0462
MEM 213.195312 1544226942.1463
MEM 213.957031 1544226942.2464
MEM 214.625000 1544226942.3466
MEM 215.648438 1544226942.4467
MEM 216.308594 1544226942.5468
MEM 217.332031 1544226942.6470
MEM 218.156250 1544226942.7471
MEM 219.011719 1544226942.8472
MEM 219.945312 1544226942.9473
MEM 219.953125 1544226943.0475
MEM 219.960938 1544226943.1478
MEM 219.964844 1544226943.2480
MEM 219.968750 1544226943.3481
MEM 219.968750 1544226943.4483
MEM 219.976562 1544226943.5485
MEM 219.996094 1544226943.6487
MEM 220.003906 1544226943.7489
MEM 220.003906 1544226943.8492
MEM 220.003906 1544226943.9494
MEM 220.773438 1544226944.0496
MEM 221.980469 1544226944.1499
MEM 222.722656 1544226944.2502
MEM 223.976562 1544226944.3504
MEM 225.066406 1544226944.4506
MEM 226.066406 1544226944.5508
MEM 227.062500 1544226944.6509
MEM 228.062500 1544226944.7511
MEM 229.250000 1544226944.8512
MEM 230.320312 1544226944.9513
MEM 231.023438 1544226945.0515
MEM 231.031250 1544226945.1516
MEM 231.039062 1544226945.2517
MEM 231.046875 1544226945.3520
MEM 231.335938 1544226945.4523
MEM 231.402344 1544226945.5524
MEM 231.734375 1544226945.6525
MEM 231.734375 1544226945.7527
MEM 231.996094 1544226945.8528
MEM 232.433594 1544226945.9530
MEM 232.882812 1544226946.0532
MEM 233.582031 1544226946.1534
MEM 233.835938 1544226946.2535
MEM 234.730469 1544226946.3536
MEM 235.429688 1544226946.4538
MEM 235.683594 1544226946.5541
MEM 235.937500 1544226946.6542
MEM 235.937500 1544226946.7545
MEM 235.937500 1544226946.8548
MEM 236.164062 1544226946.9550
MEM 236.171875 1544226947.0551
MEM 236.179688 1544226947.1553
MEM 236.187500 1544226947.2554
MEM 236.531250 1544226947.3555
MEM 236.531250 1544226947.4556
MEM 236.792969 1544226947.5559
MEM 237.625000 1544226947.6562
MEM 238.429688 1544226947.7564
MEM 239.453125 1544226947.8565
MEM 240.707031 1544226947.9567
MEM 241.792969 1544226948.0568
MEM 242.820312 1544226948.1569
MEM 243.781250 1544226948.2571
MEM 244.820312 1544226948.3572
MEM 245.789062 1544226948.4573
MEM 246.863281 1544226948.5574
MEM 247.894531 1544226948.6576
MEM 248.894531 1544226948.7578
MEM 249.304688 1544226948.8582
MEM 249.816406 1544226948.9586
MEM 250.972656 1544226949.0588
MEM 251.894531 1544226949.1590
MEM 252.976562 1544226949.2593
MEM 254.156250 1544226949.3595
MEM 255.238281 1544226949.4598
MEM 256.238281 1544226949.5600
MEM 257.503906 1544226949.6602
MEM 258.574219 1544226949.7603
MEM 259.660156 1544226949.8606
MEM 260.687500 1544226949.9609
MEM 261.667969 1544226950.0610
MEM 262.488281 1544226950.1616
MEM 263.449219 1544226950.2618
MEM 264.421875 1544226950.3619
MEM 265.335938 1544226950.4621
MEM 266.304688 1544226950.5622
MEM 266.304688 1544226950.6624
MEM 266.562500 1544226950.7625
MEM 266.691406 1544226950.8626
MEM 266.710938 1544226950.9628
MEM 266.964844 1544226951.0631
MEM 267.039062 1544226951.1633
MEM 267.042969 1544226951.2634
MEM 267.464844 1544226951.3635
MEM 268.136719 1544226951.4637
MEM 268.558594 1544226951.5639
MEM 269.324219 1544226951.6641
MEM 269.324219 1544226951.7642
MEM 269.839844 1544226951.8643
MEM 270.992188 1544226951.9645
MEM 271.898438 1544226952.0647
MEM 272.957031 1544226952.1650
MEM 273.769531 1544226952.2652
MEM 274.832031 1544226952.3653
MEM 275.894531 1544226952.4654
MEM 276.953125 1544226952.5656
MEM 277.832031 1544226952.6658
MEM 278.730469 1544226952.7660
MEM 279.800781 1544226952.8661
MEM 280.859375 1544226952.9664
MEM 281.718750 1544226953.0666
MEM 282.792969 1544226953.1669
MEM 283.695312 1544226953.2670
MEM 284.566406 1544226953.3673
MEM 285.714844 1544226953.4674
MEM 286.425781 1544226953.5675
MEM 286.441406 1544226953.6678
MEM 286.800781 1544226953.7680
MEM 286.800781 1544226953.8681
MEM 287.847656 1544226953.9684
MEM 288.636719 1544226954.0686
MEM 289.679688 1544226954.1689
MEM 290.789062 1544226954.2690
MEM 291.765625 1544226954.3693
MEM 292.718750 1544226954.4696
MEM 293.773438 1544226954.5698
MEM 294.703125 1544226954.6700
MEM 295.761719 1544226954.7701
MEM 296.656250 1544226954.8702
MEM 297.687500 1544226954.9704
MEM 298.710938 1544226955.0706
MEM 299.687500 1544226955.1707
MEM 300.722656 1544226955.2709
MEM 301.531250 1544226955.3711
MEM 302.722656 1544226955.4713
MEM 303.617188 1544226955.5716
MEM 304.656250 1544226955.6718
MEM 305.507812 1544226955.7720
MEM 305.953125 1544226955.8724
MEM 305.953125 1544226955.9727
MEM 306.898438 1544226956.0729
MEM 306.972656 1544226956.1731
MEM 307.226562 1544226956.2733
MEM 308.019531 1544226956.3734
MEM 308.886719 1544226956.4736
MEM 309.765625 1544226956.5738
MEM 310.652344 1544226956.6742
MEM 311.839844 1544226956.7743
MEM 312.871094 1544226956.8745
MEM 314.105469 1544226956.9746
MEM 315.199219 1544226957.0749
MEM 316.480469 1544226957.1750
MEM 317.746094 1544226957.2751
MEM 318.949219 1544226957.3752
MEM 320.281250 1544226957.4754
MEM 321.535156 1544226957.5755
MEM 322.796875 1544226957.6756
MEM 324.066406 1544226957.7759
MEM 325.320312 1544226957.8761
MEM 326.292969 1544226957.9764
MEM 327.546875 1544226958.0765
MEM 328.636719 1544226958.1766
MEM 329.812500 1544226958.2767
MEM 331.078125 1544226958.3769
MEM 332.203125 1544226958.4770
MEM 333.472656 1544226958.5771
MEM 334.722656 1544226958.6772
MEM 336.179688 1544226958.7775
MEM 337.464844 1544226958.8777
MEM 338.511719 1544226958.9781
MEM 339.789062 1544226959.0783
MEM 340.992188 1544226959.1785
MEM 342.316406 1544226959.2788
MEM 343.578125 1544226959.3789
MEM 345.035156 1544226959.4792
MEM 346.312500 1544226959.5793
MEM 347.367188 1544226959.6795
MEM 348.632812 1544226959.7796
MEM 350.160156 1544226959.8797
MEM 351.367188 1544226959.9798
MEM 352.617188 1544226960.0800
MEM 353.687500 1544226960.1802
MEM 355.011719 1544226960.2804
MEM 356.195312 1544226960.3806
MEM 357.253906 1544226960.4808
MEM 358.343750 1544226960.5810
MEM 359.523438 1544226960.6811
MEM 360.683594 1544226960.7814
MEM 361.675781 1544226960.8815
MEM 362.949219 1544226960.9816
MEM 363.937500 1544226961.0818
MEM 365.023438 1544226961.1820
MEM 366.062500 1544226961.2823
MEM 367.078125 1544226961.3824
MEM 368.121094 1544226961.4826
MEM 369.406250 1544226961.5829
MEM 370.238281 1544226961.6831
MEM 371.503906 1544226961.7833
MEM 371.863281 1544226961.8836
MEM 371.863281 1544226961.9839
MEM 372.632812 1544226962.0842
MEM 373.566406 1544226962.1844
MEM 374.695312 1544226962.2846
MEM 375.636719 1544226962.3847
MEM 375.644531 1544226962.4850
MEM 375.652344 1544226962.5851
MEM 376.156250 1544226962.6852
MEM 377.113281 1544226962.7855
MEM 378.132812 1544226962.8856
MEM 379.160156 1544226962.9857
MEM 380.363281 1544226963.0859
MEM 381.464844 1544226963.1861
MEM 382.492188 1544226963.2863
MEM 383.617188 1544226963.3864
MEM 384.542969 1544226963.4867
MEM 385.593750 1544226963.5868
MEM 385.593750 1544226963.6871
MEM 386.035156 1544226963.7873
MEM 386.421875 1544226963.8874
MEM 386.675781 1544226963.9875
MEM 387.050781 1544226964.0877
MEM 387.875000 1544226964.1878
MEM 388.691406 1544226964.2879
MEM 390.027344 1544226964.3880
MEM 390.355469 1544226964.4883
MEM 390.871094 1544226964.5885
MEM 391.609375 1544226964.6887
MEM 391.871094 1544226964.7890
MEM 392.777344 1544226964.8893
MEM 393.742188 1544226964.9895
MEM 395.007812 1544226965.0898
MEM 395.425781 1544226965.1899
MEM 396.613281 1544226965.2900
MEM 397.578125 1544226965.3901
MEM 398.656250 1544226965.4903
MEM 398.980469 1544226965.5904
MEM 400.007812 1544226965.6905
MEM 400.902344 1544226965.7906
MEM 401.972656 1544226965.8909
MEM 402.488281 1544226965.9911
MEM 403.316406 1544226966.0912
MEM 404.121094 1544226966.1913
MEM 405.421875 1544226966.2915
MEM 405.597656 1544226966.3917
