CMDLINE /usr/bin/python3 test_memory.py
MEM 3.890625 1544228690.7610
MEM 22.800781 1544228690.8613
MEM 33.050781 1544228690.9616
MEM 49.507812 1544228691.0620
MEM 58.636719 1544228691.1623
MEM 58.636719 1544228691.2625
MEM 58.769531 1544228691.3627
MEM 58.769531 1544228691.4628
MEM 58.769531 1544228691.5630
MEM 58.769531 1544228691.6632
MEM 58.769531 1544228691.7633
MEM 58.769531 1544228691.8634
MEM 58.769531 1544228691.9636
MEM 58.769531 1544228692.0639
MEM 58.769531 1544228692.1640
MEM 58.769531 1544228692.2641
MEM 58.769531 1544228692.3642
MEM 58.769531 1544228692.4643
MEM 58.769531 1544228692.5645
MEM 58.769531 1544228692.6647
MEM 58.769531 1544228692.7648
MEM 58.769531 1544228692.8650
MEM 58.769531 1544228692.9651
MEM 58.769531 1544228693.0653
MEM 58.769531 1544228693.1656
MEM 58.769531 1544228693.2658
MEM 58.769531 1544228693.3659
MEM 58.769531 1544228693.4660
MEM 58.769531 1544228693.5661
MEM 58.769531 1544228693.6662
MEM 58.769531 1544228693.7664
MEM 58.769531 1544228693.8667
MEM 58.769531 1544228693.9668
MEM 58.769531 1544228694.0670
MEM 58.769531 1544228694.1673
MEM 58.769531 1544228694.2676
MEM 58.769531 1544228694.3678
MEM 58.769531 1544228694.4680
MEM 59.019531 1544228694.5681
MEM 59.019531 1544228694.6683
MEM 59.019531 1544228694.7684
MEM 59.019531 1544228694.8685
MEM 59.019531 1544228694.9686
MEM 59.019531 1544228695.0687
MEM 59.019531 1544228695.1688
MEM 59.019531 1544228695.2691
MEM 59.019531 1544228695.3694
MEM 59.019531 1544228695.4695
MEM 59.019531 1544228695.5697
MEM 59.269531 1544228695.6699
MEM 59.269531 1544228695.7701
MEM 59.269531 1544228695.8704
MEM 59.269531 1544228695.9707
MEM 59.269531 1544228696.0709
MEM 59.269531 1544228696.1711
MEM 59.269531 1544228696.2713
MEM 59.519531 1544228696.3715
MEM 59.523438 1544228696.4718
MEM 59.523438 1544228696.5719
MEM 59.550781 1544228696.6720
MEM 59.550781 1544228696.7722
MEM 59.558594 1544228696.8725
MEM 59.566406 1544228696.9726
MEM 59.574219 1544228697.0728
MEM 59.574219 1544228697.1729
MEM 59.578125 1544228697.2733
MEM 59.585938 1544228697.3734
MEM 59.589844 1544228697.4736
MEM 59.593750 1544228697.5738
MEM 59.593750 1544228697.6740
MEM 59.851562 1544228697.7741
MEM 59.875000 1544228697.8742
MEM 59.882812 1544228697.9743
MEM 60.183594 1544228698.0746
MEM 60.183594 1544228698.1747
MEM 60.183594 1544228698.2749
MEM 60.183594 1544228698.3750
MEM 60.183594 1544228698.4751
MEM 60.437500 1544228698.5753
MEM 60.437500 1544228698.6754
MEM 60.437500 1544228698.7757
MEM 60.437500 1544228698.8758
MEM 60.488281 1544228698.9759
MEM 60.492188 1544228699.0760
MEM 60.496094 1544228699.1762
MEM 60.496094 1544228699.2763
MEM 60.496094 1544228699.3764
MEM 60.496094 1544228699.4766
MEM 60.500000 1544228699.5768
MEM 60.503906 1544228699.6769
MEM 60.515625 1544228699.7770
MEM 60.515625 1544228699.8773
MEM 60.535156 1544228699.9775
MEM 60.542969 1544228700.0777
MEM 60.550781 1544228700.1779
MEM 60.804688 1544228700.2782
MEM 60.812500 1544228700.3783
MEM 60.839844 1544228700.4784
MEM 60.839844 1544228700.5785
MEM 60.855469 1544228700.6787
MEM 60.867188 1544228700.7788
MEM 61.160156 1544228700.8790
MEM 61.175781 1544228700.9793
MEM 61.175781 1544228701.0796
MEM 61.175781 1544228701.1797
MEM 61.175781 1544228701.2798
MEM 61.476562 1544228701.3800
MEM 61.492188 1544228701.4804
MEM 61.492188 1544228701.5806
MEM 61.785156 1544228701.6809
MEM 61.785156 1544228701.7810
MEM 61.800781 1544228701.8812
MEM 61.808594 1544228701.9813
MEM 62.089844 1544228702.0816
MEM 62.125000 1544228702.1818
MEM 62.378906 1544228702.2819
MEM 62.410156 1544228702.3820
MEM 62.410156 1544228702.4822
MEM 62.421875 1544228702.5823
MEM 62.445312 1544228702.6824
MEM 62.449219 1544228702.7826
MEM 62.703125 1544228702.8828
MEM 62.777344 1544228702.9830
MEM 63.039062 1544228703.0833
MEM 63.371094 1544228703.1836
MEM 63.371094 1544228703.2839
MEM 63.882812 1544228703.3841
MEM 64.000000 1544228703.4845
MEM 64.589844 1544228703.5847
MEM 64.589844 1544228703.6848
MEM 64.589844 1544228703.7850
MEM 64.589844 1544228703.8851
MEM 64.601562 1544228703.9852
MEM 64.625000 1544228704.0853
MEM 64.898438 1544228704.1854
MEM 64.917969 1544228704.2857
MEM 64.945312 1544228704.3859
MEM 64.945312 1544228704.4860
MEM 64.964844 1544228704.5862
MEM 64.964844 1544228704.6863
MEM 64.964844 1544228704.7864
MEM 65.265625 1544228704.8867
MEM 65.265625 1544228704.9869
MEM 65.265625 1544228705.0871
MEM 65.265625 1544228705.1873
MEM 65.519531 1544228705.2875
MEM 65.519531 1544228705.3877
MEM 65.570312 1544228705.4880
MEM 65.570312 1544228705.5882
MEM 65.617188 1544228705.6883
MEM 65.882812 1544228705.7884
MEM 65.882812 1544228705.8887
MEM 65.882812 1544228705.9888
MEM 65.882812 1544228706.0890
MEM 65.933594 1544228706.1891
MEM 65.933594 1544228706.2892
MEM 65.933594 1544228706.3895
MEM 65.933594 1544228706.4898
MEM 66.203125 1544228706.5903
MEM 66.242188 1544228706.6905
MEM 66.242188 1544228706.7908
MEM 66.496094 1544228706.8910
MEM 66.523438 1544228706.9911
MEM 66.777344 1544228707.0913
MEM 66.851562 1544228707.1914
MEM 66.851562 1544228707.2916
MEM 67.105469 1544228707.3917
MEM 67.976562 1544228707.4918
MEM 67.839844 1544228707.5921
MEM 67.839844 1544228707.6925
MEM 67.839844 1544228707.7927
MEM 67.839844 1544228707.8930
MEM 67.839844 1544228707.9931
MEM 67.839844 1544228708.0933
MEM 67.839844 1544228708.1935
MEM 67.839844 1544228708.2936
MEM 67.839844 1544228708.3937
MEM 67.839844 1544228708.4939
MEM 67.839844 1544228708.5940
MEM 67.839844 1544228708.6941
MEM 67.839844 1544228708.7943
MEM 67.839844 1544228708.8946
MEM 67.839844 1544228708.9948
MEM 67.839844 1544228709.0951
MEM 67.839844 1544228709.1953
MEM 67.839844 1544228709.2954
MEM 68.093750 1544228709.3955
MEM 68.093750 1544228709.4957
MEM 68.093750 1544228709.5958
MEM 68.093750 1544228709.6959
MEM 68.195312 1544228709.7960
MEM 68.195312 1544228709.8962
MEM 68.214844 1544228709.9964
MEM 68.214844 1544228710.0966
MEM 68.222656 1544228710.1969
MEM 68.230469 1544228710.2970
MEM 68.234375 1544228710.3971
MEM 68.238281 1544228710.4972
MEM 68.242188 1544228710.5974
MEM 68.246094 1544228710.6975
MEM 68.253906 1544228710.7976
MEM 68.261719 1544228710.8978
MEM 68.277344 1544228710.9979
MEM 68.531250 1544228711.0982
MEM 68.562500 1544228711.1984
MEM 68.574219 1544228711.2985
MEM 68.582031 1544228711.3986
MEM 68.582031 1544228711.4988
MEM 68.585938 1544228711.5989
MEM 68.589844 1544228711.6991
MEM 68.875000 1544228711.7992
MEM 68.882812 1544228711.8995
MEM 68.886719 1544228711.9996
MEM 68.898438 1544228712.1000
MEM 68.902344 1544228712.2002
MEM 69.214844 1544228712.3005
MEM 69.234375 1544228712.4007
MEM 69.515625 1544228712.5009
MEM 69.535156 1544228712.6011
MEM 69.570312 1544228712.7013
MEM 69.570312 1544228712.8014
MEM 69.839844 1544228712.9016
MEM 69.839844 1544228713.0017
MEM 70.156250 1544228713.1018
MEM 70.421875 1544228713.2019
MEM 70.476562 1544228713.3023
MEM 70.730469 1544228713.4025
MEM 70.730469 1544228713.5028
MEM 70.730469 1544228713.6029
MEM 70.730469 1544228713.7031
MEM 70.730469 1544228713.8032
MEM 70.730469 1544228713.9033
MEM 70.730469 1544228714.0034
MEM 70.730469 1544228714.1035
MEM 70.730469 1544228714.2036
MEM 70.730469 1544228714.3038
MEM 70.730469 1544228714.4039
MEM 70.730469 1544228714.5041
MEM 70.730469 1544228714.6047
MEM 70.730469 1544228714.7049
MEM 70.730469 1544228714.8050
MEM 70.730469 1544228714.9053
MEM 70.730469 1544228715.0054
MEM 70.730469 1544228715.1057
MEM 70.730469 1544228715.2059
MEM 70.730469 1544228715.3060
MEM 70.730469 1544228715.4062
MEM 70.730469 1544228715.5063
MEM 70.730469 1544228715.6066
MEM 70.730469 1544228715.7067
MEM 70.730469 1544228715.8070
MEM 70.730469 1544228715.9071
MEM 70.730469 1544228716.0072
MEM 70.730469 1544228716.1073
MEM 70.730469 1544228716.2074
MEM 70.730469 1544228716.3076
MEM 70.730469 1544228716.4077
MEM 70.730469 1544228716.5078
MEM 70.730469 1544228716.6080
MEM 70.730469 1544228716.7082
MEM 70.730469 1544228716.8087
MEM 70.730469 1544228716.9090
MEM 70.730469 1544228717.0092
MEM 70.730469 1544228717.1093
MEM 70.730469 1544228717.2095
MEM 70.730469 1544228717.3096
MEM 70.730469 1544228717.4097
MEM 70.730469 1544228717.5098
MEM 70.730469 1544228717.6102
MEM 70.730469 1544228717.7104
MEM 70.730469 1544228717.8107
MEM 70.730469 1544228717.9109
MEM 70.730469 1544228718.0112
MEM 70.730469 1544228718.1115
MEM 70.730469 1544228718.2118
MEM 70.730469 1544228718.3120
MEM 70.730469 1544228718.4122
MEM 70.730469 1544228718.5124
MEM 70.730469 1544228718.6126
MEM 70.988281 1544228718.7127
MEM 70.988281 1544228718.8128
MEM 70.988281 1544228718.9129
MEM 70.988281 1544228719.0131
MEM 70.988281 1544228719.1133
MEM 70.988281 1544228719.2134
MEM 70.988281 1544228719.3135
MEM 70.988281 1544228719.4136
MEM 70.988281 1544228719.5137
MEM 70.988281 1544228719.6139
MEM 70.988281 1544228719.7140
MEM 71.074219 1544228719.8141
