CMDLINE /usr/bin/python3 test_memory.py
MEM 71.003906 1544228489.8964
MEM 71.003906 1544228489.9965
MEM 71.003906 1544228490.0966
MEM 71.003906 1544228490.1967
MEM 71.003906 1544228490.2969
MEM 71.003906 1544228490.3970
MEM 71.003906 1544228490.4971
MEM 71.003906 1544228490.5972
MEM 71.003906 1544228490.6976
MEM 71.003906 1544228490.7978
MEM 71.261719 1544228490.8979
MEM 71.261719 1544228490.9980
MEM 71.261719 1544228491.0982
MEM 71.261719 1544228491.1984
MEM 71.261719 1544228491.2986
MEM 71.261719 1544228491.3987
MEM 71.261719 1544228491.4989
MEM 71.261719 1544228491.5990
MEM 71.261719 1544228491.6993
MEM 71.261719 1544228491.7995
MEM 71.261719 1544228491.8998
MEM 71.261719 1544228492.0001
MEM 71.261719 1544228492.1003
MEM 71.261719 1544228492.2006
MEM 71.261719 1544228492.3008
MEM 71.261719 1544228492.4010
MEM 71.261719 1544228492.5014
MEM 71.261719 1544228492.6016
MEM 71.261719 1544228492.7017
MEM 71.261719 1544228492.8018
MEM 71.261719 1544228492.9021
MEM 71.261719 1544228493.0024
MEM 71.261719 1544228493.1025
MEM 71.261719 1544228493.2026
MEM 71.261719 1544228493.3027
MEM 71.261719 1544228493.4029
MEM 71.261719 1544228493.5030
MEM 71.261719 1544228493.6031
MEM 71.261719 1544228493.7032
MEM 71.261719 1544228493.8033
MEM 71.261719 1544228493.9034
MEM 71.261719 1544228494.0037
MEM 71.261719 1544228494.1039
MEM 71.261719 1544228494.2042
MEM 71.261719 1544228494.3044
MEM 71.519531 1544228494.4045
MEM 71.519531 1544228494.5046
MEM 71.519531 1544228494.6048
MEM 71.519531 1544228494.7049
MEM 71.519531 1544228494.8050
MEM 71.519531 1544228494.9051
MEM 71.519531 1544228495.0052
MEM 71.519531 1544228495.1053
MEM 71.519531 1544228495.2055
MEM 71.519531 1544228495.3056
MEM 71.519531 1544228495.4059
MEM 71.519531 1544228495.5061
MEM 71.519531 1544228495.6062
MEM 71.519531 1544228495.7065
MEM 71.519531 1544228495.8066
MEM 71.519531 1544228495.9067
MEM 71.519531 1544228496.0070
MEM 71.519531 1544228496.1071
MEM 71.519531 1544228496.2073
MEM 71.519531 1544228496.3074
MEM 71.519531 1544228496.4075
MEM 71.777344 1544228496.5076
MEM 71.777344 1544228496.6078
MEM 71.777344 1544228496.7079
MEM 71.777344 1544228496.8081
MEM 71.777344 1544228496.9083
MEM 71.777344 1544228497.0086
MEM 71.777344 1544228497.1089
MEM 71.777344 1544228497.2090
MEM 71.777344 1544228497.3092
MEM 71.777344 1544228497.4094
MEM 71.777344 1544228497.5096
MEM 71.777344 1544228497.6097
MEM 71.777344 1544228497.7100
MEM 71.777344 1544228497.8102
MEM 71.777344 1544228497.9104
MEM 71.777344 1544228498.0107
MEM 71.777344 1544228498.1109
MEM 71.777344 1544228498.2111
MEM 71.777344 1544228498.3113
MEM 71.777344 1544228498.4115
MEM 71.777344 1544228498.5117
MEM 71.777344 1544228498.6120
MEM 71.777344 1544228498.7122
MEM 71.777344 1544228498.8123
MEM 71.777344 1544228498.9125
MEM 71.777344 1544228499.0126
MEM 71.777344 1544228499.1128
MEM 71.777344 1544228499.2131
MEM 71.777344 1544228499.3134
MEM 71.777344 1544228499.4135
MEM 71.777344 1544228499.5137
MEM 71.777344 1544228499.6138
MEM 71.777344 1544228499.7139
MEM 71.777344 1544228499.8140
MEM 71.777344 1544228499.9142
MEM 71.777344 1544228500.0143
MEM 71.777344 1544228500.1144
MEM 71.777344 1544228500.2145
MEM 71.777344 1544228500.3149
MEM 71.777344 1544228500.4151
MEM 72.035156 1544228500.5152
MEM 72.035156 1544228500.6153
MEM 72.035156 1544228500.7154
MEM 72.035156 1544228500.8156
MEM 72.035156 1544228500.9159
MEM 72.035156 1544228501.0161
MEM 72.035156 1544228501.1163
MEM 72.035156 1544228501.2164
MEM 72.035156 1544228501.3166
MEM 72.035156 1544228501.4168
MEM 72.035156 1544228501.5171
MEM 72.035156 1544228501.6173
MEM 72.035156 1544228501.7174
MEM 72.035156 1544228501.8176
MEM 72.035156 1544228501.9177
MEM 72.035156 1544228502.0178
MEM 72.292969 1544228502.1180
MEM 72.292969 1544228502.2181
MEM 72.292969 1544228502.3182
MEM 72.292969 1544228502.4184
MEM 72.292969 1544228502.5186
MEM 72.292969 1544228502.6189
MEM 72.292969 1544228502.7191
MEM 72.292969 1544228502.8192
MEM 72.292969 1544228502.9194
MEM 72.292969 1544228503.0195
MEM 72.292969 1544228503.1197
MEM 72.292969 1544228503.2200
MEM 72.292969 1544228503.3203
MEM 72.292969 1544228503.4205
MEM 72.292969 1544228503.5207
MEM 72.292969 1544228503.6208
MEM 72.292969 1544228503.7212
MEM 72.292969 1544228503.8214
MEM 72.292969 1544228503.9215
MEM 72.292969 1544228504.0216
MEM 72.292969 1544228504.1217
MEM 72.292969 1544228504.2219
MEM 72.292969 1544228504.3220
MEM 72.292969 1544228504.4222
MEM 72.292969 1544228504.5223
MEM 72.292969 1544228504.6225
MEM 72.292969 1544228504.7228
MEM 72.292969 1544228504.8231
MEM 72.292969 1544228504.9233
MEM 72.292969 1544228505.0235
MEM 72.292969 1544228505.1236
MEM 72.292969 1544228505.2237
MEM 72.292969 1544228505.3238
MEM 72.292969 1544228505.4240
MEM 72.292969 1544228505.5242
MEM 72.292969 1544228505.6243
MEM 72.292969 1544228505.7245
MEM 72.292969 1544228505.8246
MEM 72.292969 1544228505.9249
MEM 72.292969 1544228506.0252
MEM 72.292969 1544228506.1254
MEM 72.292969 1544228506.2255
MEM 72.292969 1544228506.3256
MEM 72.292969 1544228506.4257
MEM 72.292969 1544228506.5258
MEM 72.292969 1544228506.6260
MEM 72.292969 1544228506.7261
MEM 72.292969 1544228506.8262
MEM 72.292969 1544228506.9265
MEM 72.292969 1544228507.0269
MEM 72.292969 1544228507.1270
MEM 72.292969 1544228507.2271
MEM 72.292969 1544228507.3273
MEM 72.292969 1544228507.4275
MEM 72.292969 1544228507.5277
MEM 72.292969 1544228507.6279
MEM 72.292969 1544228507.7282
MEM 72.292969 1544228507.8284
MEM 72.292969 1544228507.9285
MEM 72.292969 1544228508.0288
MEM 72.292969 1544228508.1291
MEM 72.292969 1544228508.2293
MEM 72.292969 1544228508.3294
MEM 72.292969 1544228508.4296
MEM 72.292969 1544228508.5297
MEM 72.292969 1544228508.6302
MEM 72.292969 1544228508.7304
MEM 72.292969 1544228508.8307
MEM 72.292969 1544228508.9309
MEM 72.292969 1544228509.0311
MEM 72.292969 1544228509.1314
MEM 72.292969 1544228509.2317
MEM 72.292969 1544228509.3320
MEM 72.292969 1544228509.4322
MEM 72.292969 1544228509.5323
MEM 72.292969 1544228509.6324
MEM 72.292969 1544228509.7326
MEM 72.292969 1544228509.8327
MEM 72.292969 1544228509.9328
MEM 72.292969 1544228510.0330
MEM 72.292969 1544228510.1331
MEM 72.292969 1544228510.2334
MEM 72.292969 1544228510.3336
MEM 72.292969 1544228510.4339
MEM 72.292969 1544228510.5341
MEM 72.292969 1544228510.6342
MEM 72.292969 1544228510.7343
MEM 72.292969 1544228510.8344
MEM 72.292969 1544228510.9345
MEM 72.292969 1544228511.0346
MEM 72.292969 1544228511.1348
MEM 72.292969 1544228511.2350
MEM 72.292969 1544228511.3351
MEM 72.292969 1544228511.4352
MEM 72.292969 1544228511.5354
MEM 72.292969 1544228511.6357
MEM 72.292969 1544228511.7360
MEM 72.292969 1544228511.8362
MEM 72.292969 1544228511.9363
MEM 72.292969 1544228512.0365
MEM 72.292969 1544228512.1368
MEM 72.292969 1544228512.2369
MEM 72.292969 1544228512.3370
MEM 72.292969 1544228512.4372
MEM 72.292969 1544228512.5374
MEM 72.292969 1544228512.6376
MEM 72.292969 1544228512.7378
MEM 72.292969 1544228512.8380
MEM 72.292969 1544228512.9382
MEM 72.292969 1544228513.0383
MEM 72.292969 1544228513.1386
MEM 72.292969 1544228513.2387
MEM 72.292969 1544228513.3388
MEM 72.292969 1544228513.4391
MEM 72.292969 1544228513.5392
MEM 72.292969 1544228513.6394
MEM 72.292969 1544228513.7396
MEM 72.292969 1544228513.8399
MEM 72.292969 1544228513.9402
MEM 72.292969 1544228514.0405
MEM 72.292969 1544228514.1408
MEM 72.292969 1544228514.2409
MEM 72.292969 1544228514.3411
MEM 72.292969 1544228514.4412
MEM 72.292969 1544228514.5414
MEM 72.292969 1544228514.6415
MEM 72.292969 1544228514.7416
MEM 72.292969 1544228514.8418
MEM 72.292969 1544228514.9420
MEM 72.292969 1544228515.0423
MEM 72.292969 1544228515.1425
MEM 72.292969 1544228515.2426
MEM 72.292969 1544228515.3427
MEM 72.292969 1544228515.4428
MEM 72.292969 1544228515.5430
MEM 72.292969 1544228515.6431
MEM 72.292969 1544228515.7433
MEM 72.292969 1544228515.8435
MEM 72.292969 1544228515.9437
MEM 72.292969 1544228516.0439
MEM 72.292969 1544228516.1442
MEM 72.292969 1544228516.2444
MEM 72.292969 1544228516.3445
MEM 72.292969 1544228516.4447
MEM 72.292969 1544228516.5449
MEM 72.292969 1544228516.6450
MEM 72.292969 1544228516.7451
MEM 72.292969 1544228516.8454
MEM 72.292969 1544228516.9456
MEM 72.292969 1544228517.0457
MEM 72.292969 1544228517.1460
MEM 72.292969 1544228517.2463
MEM 72.292969 1544228517.3464
MEM 72.292969 1544228517.4466
MEM 72.292969 1544228517.5467
MEM 72.292969 1544228517.6468
MEM 72.292969 1544228517.7470
MEM 72.292969 1544228517.8471
MEM 72.292969 1544228517.9472
MEM 72.292969 1544228518.0473
MEM 72.292969 1544228518.1474
MEM 72.292969 1544228518.2476
MEM 72.292969 1544228518.3478
MEM 72.292969 1544228518.4481
MEM 72.292969 1544228518.5483
MEM 72.292969 1544228518.6484
MEM 72.292969 1544228518.7486
MEM 72.292969 1544228518.8487
MEM 72.292969 1544228518.9489
MEM 72.292969 1544228519.0490
MEM 72.292969 1544228519.1492
MEM 72.292969 1544228519.2493
MEM 72.292969 1544228519.3494
MEM 72.292969 1544228519.4496
MEM 72.292969 1544228519.5499
MEM 72.292969 1544228519.6501
MEM 72.292969 1544228519.7504
MEM 72.292969 1544228519.8506
MEM 72.292969 1544228519.9509
MEM 72.292969 1544228520.0511
MEM 72.292969 1544228520.1514
MEM 72.292969 1544228520.2515
MEM 72.292969 1544228520.3516
MEM 72.292969 1544228520.4518
MEM 72.292969 1544228520.5521
MEM 72.292969 1544228520.6523
MEM 72.292969 1544228520.7526
MEM 72.292969 1544228520.8528
MEM 72.292969 1544228520.9530
MEM 72.292969 1544228521.0531
MEM 72.292969 1544228521.1532
MEM 72.292969 1544228521.2534
MEM 72.292969 1544228521.3535
MEM 72.292969 1544228521.4536
MEM 72.292969 1544228521.5537
MEM 72.292969 1544228521.6538
MEM 72.292969 1544228521.7540
MEM 72.292969 1544228521.8544
MEM 72.292969 1544228521.9546
MEM 72.292969 1544228522.0548
MEM 72.292969 1544228522.1550
MEM 72.292969 1544228522.2552
MEM 72.292969 1544228522.3554
MEM 72.292969 1544228522.4556
MEM 72.292969 1544228522.5557
MEM 72.292969 1544228522.6558
MEM 72.292969 1544228522.7561
MEM 72.292969 1544228522.8563
MEM 72.292969 1544228522.9565
MEM 72.292969 1544228523.0567
MEM 72.292969 1544228523.1570
MEM 72.292969 1544228523.2571
MEM 72.292969 1544228523.3572
MEM 72.292969 1544228523.4573
MEM 72.292969 1544228523.5574
MEM 72.292969 1544228523.6576
MEM 72.292969 1544228523.7577
MEM 72.292969 1544228523.8578
MEM 72.292969 1544228523.9581
MEM 72.292969 1544228524.0582
MEM 72.292969 1544228524.1585
MEM 72.292969 1544228524.2586
MEM 72.808594 1544228524.3588
MEM 72.808594 1544228524.4590
MEM 72.808594 1544228524.5591
MEM 72.808594 1544228524.6593
MEM 72.808594 1544228524.7596
MEM 72.808594 1544228524.8597
MEM 72.808594 1544228524.9600
MEM 72.808594 1544228525.0603
MEM 72.808594 1544228525.1605
MEM 72.808594 1544228525.2607
MEM 72.808594 1544228525.3609
MEM 72.808594 1544228525.4610
MEM 72.808594 1544228525.5612
MEM 72.808594 1544228525.6615
MEM 72.808594 1544228525.7617
MEM 72.808594 1544228525.8618
MEM 72.808594 1544228525.9619
MEM 72.808594 1544228526.0620
MEM 72.808594 1544228526.1622
MEM 72.808594 1544228526.2623
MEM 72.808594 1544228526.3624
MEM 72.808594 1544228526.4630
MEM 72.808594 1544228526.5632
MEM 72.808594 1544228526.6633
MEM 72.808594 1544228526.7634
MEM 72.808594 1544228526.8635
MEM 72.808594 1544228526.9636
MEM 72.808594 1544228527.0637
MEM 72.808594 1544228527.1640
MEM 72.808594 1544228527.2642
MEM 72.808594 1544228527.3643
MEM 72.808594 1544228527.4645
MEM 72.808594 1544228527.5648
MEM 72.808594 1544228527.6650
MEM 72.808594 1544228527.7651
MEM 72.925781 1544228527.8653
MEM 72.925781 1544228527.9654
MEM 72.925781 1544228528.0656
MEM 72.925781 1544228528.1658
MEM 72.925781 1544228528.2660
MEM 72.925781 1544228528.3661
MEM 72.925781 1544228528.4664
MEM 72.925781 1544228528.5667
MEM 72.925781 1544228528.6670
MEM 72.925781 1544228528.7672
MEM 72.925781 1544228528.8673
MEM 72.925781 1544228528.9674
MEM 72.925781 1544228529.0675
MEM 72.925781 1544228529.1677
MEM 72.925781 1544228529.2679
MEM 72.925781 1544228529.3682
MEM 72.925781 1544228529.4683
MEM 72.925781 1544228529.5684
MEM 72.925781 1544228529.6686
MEM 72.925781 1544228529.7687
MEM 72.925781 1544228529.8690
MEM 72.925781 1544228529.9692
