CMDLINE /usr/bin/python3 test_memory.py
MEM 3.972656 1544225900.0049
MEM 22.671875 1544225900.1053
MEM 34.121094 1544225900.2056
MEM 50.312500 1544225900.3059
MEM 58.222656 1544225900.4062
MEM 58.222656 1544225900.5065
MEM 58.414062 1544225900.6066
MEM 58.414062 1544225900.7067
MEM 58.414062 1544225900.8069
MEM 58.414062 1544225900.9072
MEM 58.414062 1544225901.0074
MEM 58.414062 1544225901.1076
MEM 58.414062 1544225901.2078
MEM 58.414062 1544225901.3081
MEM 58.414062 1544225901.4083
MEM 58.414062 1544225901.5086
MEM 58.414062 1544225901.6087
MEM 58.414062 1544225901.7089
MEM 58.414062 1544225901.8090
MEM 58.414062 1544225901.9092
MEM 58.414062 1544225902.0095
MEM 58.664062 1544225902.1097
MEM 58.664062 1544225902.2098
MEM 58.664062 1544225902.3099
MEM 58.664062 1544225902.4100
MEM 58.664062 1544225902.5101
MEM 58.664062 1544225902.6102
MEM 58.664062 1544225902.7104
MEM 58.664062 1544225902.8105
MEM 58.664062 1544225902.9106
MEM 58.664062 1544225903.0107
MEM 58.914062 1544225903.1108
MEM 58.914062 1544225903.2111
MEM 58.914062 1544225903.3112
MEM 58.914062 1544225903.4114
MEM 58.914062 1544225903.5115
MEM 58.914062 1544225903.6117
MEM 58.914062 1544225903.7119
MEM 58.914062 1544225903.8121
MEM 58.914062 1544225903.9124
MEM 59.164062 1544225904.0125
MEM 59.203125 1544225904.1126
MEM 59.203125 1544225904.2129
MEM 59.203125 1544225904.3131
MEM 59.203125 1544225904.4133
MEM 59.203125 1544225904.5134
MEM 59.507812 1544225904.6135
MEM 59.507812 1544225904.7136
MEM 59.507812 1544225904.8137
MEM 59.507812 1544225904.9138
MEM 59.507812 1544225905.0140
MEM 60.335938 1544225905.1142
MEM 61.148438 1544225905.2143
MEM 61.921875 1544225905.3146
MEM 62.953125 1544225905.4148
MEM 62.953125 1544225905.5150
MEM 62.953125 1544225905.6151
MEM 62.953125 1544225905.7152
MEM 62.953125 1544225905.8153
MEM 63.625000 1544225905.9154
MEM 64.359375 1544225906.0155
MEM 65.308594 1544225906.1157
MEM 66.582031 1544225906.2160
MEM 67.007812 1544225906.3162
MEM 67.683594 1544225906.4164
MEM 68.007812 1544225906.5167
MEM 68.261719 1544225906.6170
MEM 68.484375 1544225906.7172
MEM 69.210938 1544225906.8174
MEM 69.464844 1544225906.9176
MEM 70.062500 1544225907.0178
MEM 70.777344 1544225907.1181
MEM 71.031250 1544225907.2183
MEM 71.546875 1544225907.3185
MEM 72.062500 1544225907.4187
MEM 72.601562 1544225907.5190
MEM 73.207031 1544225907.6192
MEM 73.718750 1544225907.7195
MEM 74.523438 1544225907.8196
MEM 75.039062 1544225907.9198
MEM 75.554688 1544225908.0200
MEM 76.203125 1544225908.1202
MEM 77.222656 1544225908.2203
MEM 77.996094 1544225908.3204
MEM 78.386719 1544225908.4206
MEM 79.253906 1544225908.5207
MEM 79.769531 1544225908.6208
MEM 80.804688 1544225908.7211
MEM 81.316406 1544225908.8213
MEM 82.058594 1544225908.9215
MEM 82.785156 1544225909.0216
MEM 83.558594 1544225909.1217
MEM 84.074219 1544225909.2220
MEM 84.792969 1544225909.3221
MEM 85.753906 1544225909.4222
MEM 86.527344 1544225909.5223
MEM 87.000000 1544225909.6226
MEM 87.769531 1544225909.7228
MEM 88.542969 1544225909.8231
MEM 89.316406 1544225909.9234
MEM 89.730469 1544225910.0235
MEM 90.796875 1544225910.1236
MEM 91.054688 1544225910.2239
MEM 91.652344 1544225910.3240
MEM 92.214844 1544225910.4242
MEM 92.988281 1544225910.5245
MEM 93.644531 1544225910.6246
MEM 93.898438 1544225910.7248
MEM 94.750000 1544225910.8249
MEM 95.308594 1544225910.9252
MEM 96.078125 1544225911.0255
MEM 96.429688 1544225911.1257
MEM 96.941406 1544225911.2258
MEM 97.714844 1544225911.3259
