CMDLINE /usr/bin/python3 test_memory.py
MEM 3.972656 1544224806.3779
MEM 22.628906 1544224806.4782
MEM 33.480469 1544224806.5785
MEM 50.132812 1544224806.6788
MEM 57.902344 1544224806.7790
MEM 57.902344 1544224806.8792
MEM 58.140625 1544224806.9794
MEM 58.140625 1544224807.0796
MEM 58.191406 1544224807.1798
MEM 58.191406 1544224807.2800
MEM 58.191406 1544224807.3802
MEM 58.191406 1544224807.4804
MEM 58.191406 1544224807.5805
MEM 58.191406 1544224807.6806
MEM 58.191406 1544224807.7809
MEM 58.191406 1544224807.8811
MEM 58.191406 1544224807.9812
MEM 58.191406 1544224808.0813
MEM 58.191406 1544224808.1814
MEM 58.191406 1544224808.2815
MEM 58.191406 1544224808.3816
MEM 58.441406 1544224808.4818
MEM 58.492188 1544224808.5819
MEM 58.492188 1544224808.6820
MEM 58.492188 1544224808.7823
MEM 58.492188 1544224808.8825
MEM 58.542969 1544224808.9827
MEM 58.542969 1544224809.0829
MEM 58.542969 1544224809.1830
MEM 58.542969 1544224809.2833
MEM 58.796875 1544224809.3835
MEM 58.843750 1544224809.4837
MEM 58.902344 1544224809.5839
MEM 59.019531 1544224809.6842
MEM 59.269531 1544224809.7844
MEM 59.539062 1544224809.8846
MEM 59.878906 1544224809.9849
MEM 59.878906 1544224810.0851
MEM 60.496094 1544224810.1852
MEM 60.855469 1544224810.2853
MEM 60.855469 1544224810.3854
MEM 60.855469 1544224810.4856
MEM 60.855469 1544224810.5857
MEM 60.855469 1544224810.6858
MEM 60.992188 1544224810.7859
MEM 60.992188 1544224810.8860
MEM 60.992188 1544224810.9861
MEM 60.992188 1544224811.0862
MEM 61.246094 1544224811.1865
MEM 61.363281 1544224811.2868
MEM 61.417969 1544224811.3870
MEM 61.417969 1544224811.4873
MEM 61.429688 1544224811.5874
MEM 62.042969 1544224811.6876
MEM 63.160156 1544224811.7878
MEM 64.000000 1544224811.8880
MEM 64.921875 1544224811.9882
MEM 65.808594 1544224812.0886
MEM 66.566406 1544224812.1888
MEM 67.687500 1544224812.2891
MEM 68.269531 1544224812.3892
MEM 69.296875 1544224812.4894
MEM 70.324219 1544224812.5895
MEM 71.085938 1544224812.6896
MEM 72.117188 1544224812.7898
MEM 72.707031 1544224812.8900
MEM 73.738281 1544224812.9901
MEM 74.507812 1544224813.0902
MEM 75.593750 1544224813.1904
MEM 76.335938 1544224813.2907
MEM 77.289062 1544224813.3908
MEM 78.144531 1544224813.4911
MEM 78.921875 1544224813.5913
MEM 79.949219 1544224813.6915
MEM 80.867188 1544224813.7917
MEM 81.640625 1544224813.8918
MEM 82.570312 1544224813.9921
MEM 83.683594 1544224814.0923
MEM 84.445312 1544224814.1924
MEM 85.125000 1544224814.2925
MEM 86.136719 1544224814.3928
MEM 86.925781 1544224814.4929
MEM 87.832031 1544224814.5932
MEM 88.855469 1544224814.6933
MEM 89.367188 1544224814.7936
MEM 90.398438 1544224814.8939
MEM 91.171875 1544224814.9940
MEM 92.074219 1544224815.0942
MEM 92.914062 1544224815.1944
MEM 94.402344 1544224815.2945
MEM 94.914062 1544224815.3946
MEM 95.683594 1544224815.4948
MEM 96.578125 1544224815.5950
MEM 97.351562 1544224815.6953
MEM 98.125000 1544224815.7954
MEM 99.328125 1544224815.8956
MEM 100.121094 1544224815.9958
MEM 100.816406 1544224816.0960
MEM 101.652344 1544224816.1962
MEM 102.765625 1544224816.2964
MEM 103.691406 1544224816.3967
MEM 104.546875 1544224816.4969
MEM 105.386719 1544224816.5971
MEM 106.242188 1544224816.6975
MEM 107.031250 1544224816.7978
MEM 108.058594 1544224816.8981
MEM 109.273438 1544224816.9982
MEM 110.640625 1544224817.0985
MEM 111.851562 1544224817.1986
MEM 112.957031 1544224817.2987
MEM 114.296875 1544224817.3989
MEM 114.312500 1544224817.4991
MEM 114.324219 1544224817.5992
MEM 114.324219 1544224817.6994
MEM 114.843750 1544224817.7996
MEM 115.925781 1544224817.8999
MEM 117.390625 1544224818.0002
MEM 117.320312 1544224818.1003
MEM 117.347656 1544224818.2005
MEM 117.601562 1544224818.3006
MEM 117.601562 1544224818.4008
MEM 118.328125 1544224818.5009
MEM 119.187500 1544224818.6010
MEM 119.957031 1544224818.7011
MEM 120.980469 1544224818.8013
MEM 121.722656 1544224818.9017
MEM 122.230469 1544224819.0020
MEM 123.269531 1544224819.1022
MEM 124.042969 1544224819.2024
MEM 125.058594 1544224819.3025
MEM 125.984375 1544224819.4027
MEM 126.820312 1544224819.5029
MEM 127.679688 1544224819.6030
MEM 128.535156 1544224819.7032
MEM 129.460938 1544224819.8034
MEM 130.480469 1544224819.9036
MEM 131.253906 1544224820.0038
MEM 132.191406 1544224820.1041
MEM 132.863281 1544224820.2043
MEM 133.875000 1544224820.3044
MEM 134.730469 1544224820.4046
MEM 135.757812 1544224820.5047
MEM 136.425781 1544224820.6048
MEM 137.449219 1544224820.7050
MEM 138.285156 1544224820.8051
MEM 139.234375 1544224820.9054
MEM 140.070312 1544224821.0056
MEM 140.929688 1544224821.1058
MEM 141.765625 1544224821.2061
MEM 142.109375 1544224821.3063
MEM 143.136719 1544224821.4064
MEM 143.910156 1544224821.5067
MEM 144.914062 1544224821.6069
MEM 145.933594 1544224821.7072
MEM 146.687500 1544224821.8074
MEM 147.699219 1544224821.9076
MEM 148.625000 1544224822.0078
MEM 149.398438 1544224822.1080
MEM 150.277344 1544224822.2085
MEM 151.308594 1544224822.3088
MEM 152.015625 1544224822.4089
MEM 152.871094 1544224822.5090
MEM 153.886719 1544224822.6091
MEM 154.726562 1544224822.7092
MEM 155.757812 1544224822.8094
MEM 156.601562 1544224822.9095
MEM 157.531250 1544224823.0096
MEM 158.562500 1544224823.1098
MEM 159.746094 1544224823.2099
MEM 161.046875 1544224823.3102
MEM 162.148438 1544224823.4105
MEM 163.437500 1544224823.5107
MEM 163.437500 1544224823.6110
MEM 163.609375 1544224823.7112
MEM 163.613281 1544224823.8114
MEM 164.488281 1544224823.9115
MEM 165.597656 1544224824.0118
MEM 166.230469 1544224824.1120
MEM 167.230469 1544224824.2122
MEM 168.078125 1544224824.3123
MEM 168.085938 1544224824.4124
MEM 168.093750 1544224824.5126
MEM 168.347656 1544224824.6127
MEM 168.406250 1544224824.7130
MEM 168.410156 1544224824.8132
MEM 168.664062 1544224824.9133
MEM 169.914062 1544224825.0135
MEM 169.925781 1544224825.1138
MEM 169.929688 1544224825.2140
MEM 170.695312 1544224825.3141
MEM 171.886719 1544224825.4142
MEM 173.246094 1544224825.5144
MEM 173.878906 1544224825.6145
MEM 173.878906 1544224825.7147
MEM 173.878906 1544224825.8150
MEM 174.652344 1544224825.9151
MEM 175.582031 1544224826.0152
MEM 176.351562 1544224826.1154
MEM 177.437500 1544224826.2157
MEM 178.292969 1544224826.3159
MEM 178.972656 1544224826.4161
MEM 179.988281 1544224826.5163
MEM 180.843750 1544224826.6164
MEM 181.683594 1544224826.7168
MEM 182.539062 1544224826.8172
MEM 183.562500 1544224826.9173
MEM 184.332031 1544224827.0176
MEM 185.253906 1544224827.1179
MEM 186.105469 1544224827.2181
MEM 187.039062 1544224827.3182
MEM 187.800781 1544224827.4185
MEM 188.734375 1544224827.5186
MEM 189.750000 1544224827.6187
MEM 190.523438 1544224827.7188
MEM 191.542969 1544224827.8190
MEM 192.300781 1544224827.9193
MEM 193.136719 1544224828.0196
