#pop;#push;queue_size;metric;R_c;the_old_tree;the_old_tree_splitleaf;the_old_tree_objective;the_old_tree_lbound;the_new_tree;the_new_tree_splitleaf;the_new_tree_objective;the_new_tree_lbound;the_new_tree_length;the_new_tree_depth;queue
4;97;0;0.3285374579124579;0.36617055161430434;[(-6, -2), (-2, 6), (2,)];[0 0 1];0.4244396988562328;0.11301650499493267;[(-8, -2, 6), (-6, -2), (-2, 6, 8), (2,)];[0 0 1 0];0;0.15377732734906616;0;0;0
4;98;0;0.3285374579124579;0.36617055161430434;[(-6, -2), (-2, 6), (2,)];[0 0 1];0.4244396988562328;0.11301650499493267;[(-9, -2, 6), (-6, -2), (-2, 6, 9), (2,)];[0 0 0 1];0;0.36834226147386706;0;0;0
4;99;0;0.3285374579124579;0.36617055161430434;[(-6, -2), (-2, 6), (2,)];[0 0 1];0.4244396988562328;0.11301650499493267;[(-9, -2, 6), (-6, -2), (-2, 6, 9), (2,)];[0 0 1 0];0;0.16999276096713478;0;0;0
4;100;0;0.3285374579124579;0.36617055161430434;[(-6, -2), (-2, 6), (2,)];[0 0 1];0.4244396988562328;0.11301650499493267;[(-10, -2, 6), (-6, -2), (-2, 6, 10), (2,)];[0 0 0 1];0;0.4142377298392935;0;0;0
4;101;0;0.3285374579124579;0.36617055161430434;[(-6, -2), (-2, 6), (2,)];[0 0 1];0.4244396988562328;0.11301650499493267;[(-10, -2, 6), (-6, -2), (-2, 6, 10), (2,)];[0 0 1 0];0;0.133218474011872;0;0;0
4;102;0;0.3285374579124579;0.36617055161430434;[(-6, -2), (-2, 6), (2,)];[0 0 1];0.4244396988562328;0.11301650499493267;[(-11, -2, 6), (-6, -2), (-2, 6, 11), (2,)];[0 0 0 1];0;0.31375995367018966;0;0;0
4;103;0;0.3285374579124579;0.36617055161430434;[(-6, -2), (-2, 6), (2,)];[0 0 1];0.4244396988562328;0.11301650499493267;[(-11, -2, 6), (-6, -2), (-2, 6, 11), (2,)];[0 0 1 0];0;0.18476038801216157;0;0;0
4;104;0;0.3285374579124579;0.36617055161430434;[(-6, -2), (-2, 6), (2,)];[0 0 1];0.4244396988562328;0.11301650499493267;[(-12, -2, 6), (-6, -2), (-2, 6, 12), (2,)];[0 0 0 1];0;0.33359490372086287;0;0;0
4;105;0;0.3285374579124579;0.36617055161430434;[(-6, -2), (-2, 6), (2,)];[0 0 1];0.4244396988562328;0.11301650499493267;[(-12, -2, 6), (-6, -2), (-2, 6, 12), (2,)];[0 0 1 0];0;0.20864919646735194;0;0;0
5;106;0;0.32864199999999993;0.36617055161430434;[(-4, -2), (-2, 4), (2,)];[0 0 1];0.4244396988562328;0.11895251194440422;[(-4, -2), (-2, -1, 4), (-2, 1, 4), (2,)];[0 0 0 1];0;0.2779991313160562;0;0;0
