time,local_queue_length,global_queue_length
0.04591941833496094,0,1
0.5456860065460205,0,92
1.0660059452056885,0,246
1.5620300769805908,0,325
2.0618855953216553,0,358
2.561885356903076,0,368
3.06188702583313,0,354
3.5618999004364014,0,474
4.061903476715088,0,484
4.569011688232422,22,506
5.063827753067017,0,475
5.563820123672485,0,501
6.065032005310059,5,611
6.565030813217163,0,650
7.065057754516602,0,677
7.565049648284912,0,683
8.065043926239014,0,733
8.574698209762573,7,749
9.07470965385437,0,781
9.57499098777771,0,782
10.074738025665283,0,797
10.574753284454346,0,790
11.07474136352539,0,821
11.574817180633545,0,822
12.074778079986572,0,789
12.57474136352539,0,861
13.074721336364746,0,877
13.574734926223755,0,890
14.074744462966919,0,891
14.574767827987671,0,930
15.074902772903442,0,896
15.575095415115356,0,945
16.07507562637329,0,941
16.575178623199463,0,941
17.075345993041992,0,936
17.57535982131958,0,929
18.075366020202637,0,929
18.575381994247437,0,915
19.07550311088562,1,900
19.575907945632935,1,900
20.076716423034668,1,894
20.5776264667511,1,879
21.07846689224243,1,880
21.578477144241333,0,866
22.078535556793213,0,845
22.578521013259888,0,854
23.07850742340088,0,854
23.57849407196045,0,830
24.078471660614014,0,857
24.578497409820557,0,833
25.078511714935303,0,841
25.57853937149048,0,836
26.078515768051147,0,830
26.579716682434082,0,826
27.07972550392151,0,821
27.579737901687622,0,810
28.07967185974121,0,771
28.57967972755432,0,739
29.079694032669067,0,747
29.579689979553223,0,740
30.07969832420349,0,730
30.57970094680786,0,709
31.079708576202393,0,705
31.579732418060303,0,702
32.079721212387085,0,682
32.579729080200195,0,681
33.079731941223145,0,662
33.57972836494446,0,623
34.07975959777832,0,622
34.579739809036255,0,549
35.07980942726135,0,227
35.57984805107117,0,71
36.07983160018921,0,2
36.579830169677734,0,2
37.079854011535645,0,2
37.579883098602295,0,2
38.07988953590393,0,2
38.57991909980774,0,2
39.07992625236511,0,2
39.57994270324707,0,2
40.07994818687439,0,2
40.57992696762085,0,2
41.07995319366455,0,2
41.580055713653564,0,2
42.08004808425903,0,2
42.58009886741638,0,2
43.080111503601074,0,2
43.580119371414185,0,2
44.08013343811035,0,2
44.58013606071472,0,2
45.08015179634094,0,2
45.58015060424805,0,2
46.08017158508301,0,2
46.580188512802124,0,2
47.080193281173706,0,2
47.58019018173218,0,2
48.080199241638184,0,2
48.58020806312561,0,2
49.08021068572998,0,2
49.58263158798218,0,2
50.08024263381958,0,2
50.58026123046875,0,2
51.08025145530701,0,2
51.58026909828186,0,2
52.080259561538696,0,2
52.58029246330261,0,2
53.08022427558899,0,2
53.58019542694092,0,2
54.080198526382446,0,2
54.58021545410156,0,2
55.08021926879883,0,2
55.58025932312012,0,2
56.08022928237915,0,2
56.58024525642395,0,2
57.080262422561646,0,2
57.58027172088623,0,2
58.08028030395508,0,2
