time,local_queue_length,global_queue_length
0.06031608581542969,0,25
0.5603635311126709,2,92
1.0607483386993408,2,247
1.5613210201263428,18,325
2.062605381011963,19,358
2.5628561973571777,19,368
3.0626838207244873,16,353
3.5631895065307617,14,474
4.063539266586304,14,484
4.56426477432251,13,508
5.065786838531494,13,475
5.566365957260132,13,502
6.06652569770813,13,611
6.567016839981079,45,650
7.067539930343628,41,677
7.5688207149505615,34,683
8.070179224014282,34,733
8.571348905563354,34,751
9.072165250778198,47,781
9.572965621948242,47,782
10.072428464889526,49,797
10.577138662338257,48,790
11.074914455413818,50,821
11.57537317276001,43,822
12.076314449310303,43,789
12.577261686325073,43,861
13.078197240829468,43,877
13.578646659851074,43,890
14.080302715301514,43,891
14.580767631530762,34,931
15.082423448562622,3,895
15.583600997924805,3,945
16.08387327194214,3,941
16.584224700927734,3,941
17.084818601608276,3,936
17.584850311279297,3,929
18.085141897201538,3,921
18.585437297821045,3,915
19.08545708656311,3,900
19.58602547645569,3,900
20.086178064346313,2,891
20.587217330932617,2,879
21.088059902191162,2,880
21.588085412979126,2,865
22.08850073814392,2,844
22.589784383773804,2,859
23.090408325195312,2,854
23.590816259384155,2,830
24.0913507938385,2,855
24.591813564300537,2,834
25.0931134223938,2,841
25.59433937072754,2,833
26.09448003768921,2,830
26.595323085784912,2,826
27.095994472503662,2,821
27.596614599227905,2,809
28.09720492362976,1,769
28.597387075424194,1,738
29.097879886627197,1,747
29.598644495010376,1,740
30.098966121673584,1,713
30.599557638168335,1,709
31.10022783279419,1,705
31.600492000579834,1,702
32.10058522224426,1,682
32.60080337524414,1,681
33.101070165634155,1,661
33.60212326049805,1,622
34.10273361206055,1,621
34.60307264328003,1,525
35.10299611091614,0,219
35.602988481521606,0,63
36.103055000305176,0,2
36.60300254821777,0,2
37.10303354263306,0,2
37.60302734375,0,1
38.10306644439697,0,1
38.60305857658386,0,2
39.10313129425049,0,2
39.60308575630188,0,2
40.103068590164185,0,1
40.60308766365051,0,2
41.10314226150513,0,2
41.60310697555542,0,2
42.10314965248108,0,2
42.603126764297485,0,2
43.10314893722534,0,2
43.60316061973572,0,2
44.103166580200195,0,2
44.60320472717285,0,2
45.10319995880127,0,2
45.60322856903076,0,2
46.10324263572693,0,2
46.603272676467896,0,2
47.10323452949524,0,2
47.60324692726135,0,2
48.10329842567444,0,2
48.6032600402832,0,2
49.10328650474548,0,2
49.60332131385803,0,2
50.10327386856079,0,2
50.60329341888428,0,2
51.10333228111267,0,2
51.60332942008972,0,2
52.1033194065094,0,2
52.6033411026001,0,2
53.10344457626343,0,2
53.603468894958496,0,2
54.103453159332275,0,2
54.6034734249115,0,2
55.10348057746887,0,2
55.6034893989563,0,2
56.10349917411804,0,2
56.603506088256836,0,2
57.103519678115845,0,2
57.603538513183594,0,2
58.10354781150818,0,2
