time,local_queue_length,global_queue_length
0.03323698043823242,0,1
0.5372979640960693,129,425
1.041213035583496,324,691
1.5416388511657715,417,811
2.0436618328094482,450,1010
2.549048900604248,388,935
3.0504047870635986,337,819
3.551669120788574,293,717
4.052944898605347,248,616
4.562894821166992,125,297
5.065080881118774,160,359
5.567566871643066,180,394
6.08502197265625,84,364
6.586851119995117,96,414
7.086633920669556,43,295
7.586669206619263,251,487
8.091022968292236,298,631
8.593194961547852,250,599
9.09413194656372,179,537
9.596150159835815,227,574
10.096857786178589,133,433
10.598719120025635,233,484
11.103640079498291,238,444
11.603993892669678,210,507
12.104765892028809,239,461
12.63562798500061,155,327
13.137914896011353,139,265
13.677880048751831,120,246
13.7827730178833,77,186
