time,local_queue_length,global_queue_length
0.07193875312805176,0,27
0.5715186595916748,0,92
1.071549415588379,0,246
1.5715901851654053,0,324
2.0715837478637695,0,358
2.571556568145752,0,368
3.0715482234954834,0,353
3.571667432785034,0,475
4.071709632873535,0,484
4.571728229522705,0,503
5.071887493133545,0,475
5.571916103363037,0,502
6.0719029903411865,0,611
6.571910858154297,0,650
7.0718910694122314,0,677
7.571962594985962,0,683
8.071892738342285,0,733
8.571928024291992,0,751
9.071924924850464,0,781
9.57506275177002,0,782
10.071939706802368,0,796
10.571921110153198,0,790
11.071953535079956,0,821
11.57395887374878,23,822
12.074532508850098,1,789
12.57462215423584,1,861
13.07503366470337,1,877
13.575572729110718,1,890
14.077378749847412,1,891
14.576528787612915,1,930
15.07659387588501,1,896
15.576821327209473,1,945
16.076992750167847,1,941
16.577409029006958,1,941
17.077564239501953,1,936
17.577610969543457,1,929
18.077934503555298,1,929
18.578270435333252,1,915
19.07885432243347,1,900
19.57917332649231,1,900
20.079605102539062,1,893
20.579806804656982,1,879
21.080488443374634,1,880
21.580483436584473,1,866
22.081621885299683,6,845
22.582099199295044,2,854
23.08275866508484,1,854
23.58371114730835,1,830
24.084078311920166,1,857
24.58413028717041,1,834
25.084149837493896,0,841
25.58415460586548,0,834
26.084141492843628,0,830
26.584147930145264,0,826
27.084148406982422,0,821
27.584148168563843,0,810
28.084177017211914,0,771
28.584153413772583,0,739
29.084181547164917,0,747
29.584160089492798,0,740
30.08417248725891,0,730
30.584177017211914,0,709
31.084177017211914,0,705
31.584208488464355,0,702
32.08418345451355,0,682
32.58420538902283,0,681
33.08420753479004,0,662
33.58481454849243,1,623
34.086076974868774,1,621
34.58755326271057,1,549
35.087581157684326,0,227
35.587591886520386,0,71
36.08759641647339,0,2
36.5875883102417,0,2
37.08763027191162,0,2
37.587604999542236,0,2
38.08765196800232,0,2
38.58764886856079,0,2
39.08769989013672,0,2
39.58768844604492,0,2
40.08773112297058,0,2
40.58770990371704,0,2
41.08777332305908,0,2
41.587767601013184,0,2
42.08776545524597,0,2
42.58778953552246,0,2
43.087780714035034,0,2
43.58777594566345,0,2
44.08779430389404,0,2
44.58781313896179,0,2
45.08783578872681,0,2
45.58782720565796,0,2
46.087870597839355,0,2
46.587870359420776,0,2
47.087867736816406,0,2
47.58789777755737,0,2
48.08789253234863,0,2
48.58792233467102,0,2
49.087923526763916,0,2
49.58795380592346,0,2
50.08794951438904,0,2
50.587960720062256,0,2
51.087966203689575,0,2
51.58797025680542,0,2
52.08797478675842,0,2
52.58801889419556,0,2
53.08802366256714,0,2
53.58802032470703,0,2
54.08809018135071,0,2
54.588038206100464,0,2
55.088040590286255,0,2
55.58804512023926,0,2
56.08805465698242,0,2
56.58807706832886,0,2
57.0880765914917,0,2
57.58807921409607,0,2
58.08816599845886,0,2
