time,local_queue_length,global_queue_length
0.05130195617675781,0,1
0.5510592460632324,0,92
1.0664396286010742,0,246
1.5610599517822266,0,325
2.061067581176758,0,358
2.56109619140625,0,368
3.0615344047546387,1,354
3.56209659576416,1,474
4.062340497970581,1,484
4.562829971313477,1,505
5.063762664794922,1,475
5.56659722328186,1,502
6.06470513343811,1,611
6.565413236618042,1,650
7.065413475036621,1,677
7.565560817718506,1,683
8.065720558166504,1,733
8.566550254821777,1,753
9.067026853561401,1,782
9.568070888519287,1,782
10.068703889846802,1,796
10.569317817687988,1,790
11.069419384002686,1,822
11.570295572280884,1,819
12.071332931518555,1,789
12.57141661643982,0,859
13.071405410766602,0,877
13.571409463882446,0,890
14.07142424583435,0,891
14.571419477462769,0,930
15.071420669555664,0,896
15.571434259414673,0,945
16.071375608444214,0,941
16.57141900062561,0,941
17.07139754295349,0,936
17.57140851020813,0,929
18.07138991355896,0,929
18.571386575698853,0,915
19.07141137123108,0,901
19.571390628814697,0,899
20.07139229774475,0,895
20.571406841278076,0,879
21.07140350341797,0,880
21.57506823539734,0,866
22.07185459136963,0,846
22.571937799453735,0,845
23.07212471961975,0,853
23.57218313217163,0,830
24.072216033935547,0,857
24.572402238845825,0,833
25.07249927520752,0,841
25.572646379470825,0,836
26.072787523269653,0,830
26.57284641265869,0,826
27.072926998138428,0,821
27.574416399002075,5,809
28.0742404460907,0,771
28.57425022125244,0,739
29.074280977249146,0,746
29.574267387390137,0,739
30.07427406311035,0,731
30.574286460876465,0,709
31.07431411743164,0,705
31.574291706085205,0,701
32.07430386543274,0,681
32.57426953315735,0,682
33.074289321899414,0,662
33.574299812316895,0,622
34.07431435585022,0,622
34.574326038360596,0,565
35.07433724403381,0,231
35.574345111846924,0,71
36.074358224868774,0,2
36.57436442375183,0,2
37.07436561584473,0,2
37.57438516616821,0,2
38.074421644210815,0,2
38.574426889419556,0,2
39.07442808151245,0,2
39.57443118095398,0,2
40.0744366645813,0,2
40.57446599006653,0,2
41.07449221611023,0,2
41.57449126243591,0,2
42.07450604438782,0,2
42.574527978897095,0,2
43.07452940940857,0,2
43.57455039024353,0,2
44.07456660270691,0,2
44.57457089424133,0,2
45.07456731796265,0,2
45.57457756996155,0,2
46.07459378242493,0,2
46.57460141181946,0,2
47.07461214065552,0,2
47.574626445770264,0,2
48.074631214141846,0,2
48.5746545791626,0,2
49.074676752090454,0,2
49.57469177246094,0,2
50.07469892501831,0,2
50.57470893859863,0,2
51.07471680641174,0,2
51.57474493980408,0,2
52.07474970817566,0,2
52.5747754573822,0,2
53.074774980545044,0,2
53.57480049133301,0,2
54.07481837272644,0,2
54.57483744621277,0,2
55.0748393535614,0,2
55.574835538864136,0,2
56.07484483718872,0,2
56.57484555244446,0,2
57.07486438751221,0,2
57.57487201690674,0,2
58.07487750053406,0,2
