time,local_queue_length,global_queue_length
0.07112312316894531,0,27
0.5708179473876953,0,92
1.0708343982696533,0,246
1.5711331367492676,0,324
2.0709216594696045,0,358
2.570891857147217,0,368
3.070889711380005,0,353
3.572382688522339,0,475
4.070888042449951,0,484
4.572801351547241,23,504
5.07289457321167,5,475
5.572955131530762,25,502
6.075281858444214,47,620
6.575690031051636,40,668
7.076730728149414,40,689
7.57787823677063,40,681
8.078738927841187,43,733
8.579432725906372,47,749
9.0804603099823,40,782
9.581388473510742,40,782
10.083441019058228,53,803
10.58602523803711,45,787
11.087114334106445,25,819
11.587543725967407,9,814
12.088230848312378,9,789
12.5899076461792,44,861
13.090248346328735,42,877
13.591108798980713,42,890
14.092586517333984,44,890
14.592716693878174,44,931
15.093483448028564,38,896
15.594576120376587,37,945
16.0948269367218,37,941
16.59634017944336,39,941
17.097339630126953,39,936
17.598636865615845,45,928
18.099968433380127,43,918
18.600327253341675,43,914
19.101221323013306,43,900
19.60268497467041,45,900
20.103070735931396,45,892
20.604801416397095,33,879
21.10526418685913,33,880
21.605342149734497,31,865
22.105713844299316,30,843
22.6074059009552,54,854
23.10871148109436,43,854
23.610411882400513,43,830
24.11200189590454,42,855
24.61297631263733,42,833
25.113280773162842,42,841
25.61506700515747,42,833
26.115593194961548,35,830
26.61672830581665,35,825
27.11842918395996,35,821
27.619134664535522,35,810
28.119882345199585,15,771
28.620545625686646,11,739
29.12188720703125,19,747
29.622236251831055,13,740
30.12908697128296,5,710
30.630151748657227,5,709
31.130866765975952,2,704
31.631953477859497,1,701
32.133087396621704,1,682
32.63335204124451,1,682
33.13409733772278,1,643
33.63496994972229,1,623
34.135826110839844,1,622
34.63587975502014,1,497
35.13595509529114,0,211
35.63594722747803,0,55
36.13592767715454,0,2
36.635966777801514,0,2
37.135929346084595,0,2
37.635972023010254,0,2
38.13597011566162,0,2
38.63600945472717,0,2
39.13599252700806,0,2
39.63603854179382,0,2
40.13600301742554,0,2
40.636006593704224,0,2
41.13603591918945,0,2
41.63618016242981,0,2
42.13617300987244,0,2
42.63620710372925,0,2
43.13622498512268,0,2
43.63623309135437,0,2
44.13626956939697,0,2
44.6362783908844,0,2
45.136292934417725,0,2
45.63620066642761,0,2
46.13629364967346,0,2
46.63632655143738,0,2
47.13633489608765,0,2
47.63633418083191,0,2
48.13638663291931,0,2
48.636388301849365,0,2
49.136409282684326,0,2
49.63641929626465,0,2
50.136427879333496,0,2
50.63638162612915,0,2
51.13635873794556,0,2
51.63647127151489,0,2
52.136436223983765,0,2
52.63649082183838,0,2
53.13640785217285,0,2
53.63638973236084,0,2
54.13638734817505,0,2
54.636390209198,0,2
55.13644051551819,0,2
55.6364221572876,0,2
56.136420249938965,0,1
56.636433839797974,0,2
57.13643527030945,0,2
57.6364529132843,0,2
58.136454343795776,0,2
