time,local_queue_length,global_queue_length
0.05634713172912598,0,25
0.5560507774353027,0,92
1.0561165809631348,13,247
1.558403730392456,18,324
2.0592637062072754,18,358
2.559514045715332,16,368
3.060887098312378,20,354
3.561912775039673,27,474
4.063508033752441,27,484
4.565332889556885,29,507
5.065805196762085,29,475
5.566813707351685,29,502
6.067246437072754,29,611
6.568231821060181,29,650
7.0700695514678955,29,677
7.570284366607666,29,683
8.070570707321167,29,733
8.572645902633667,29,751
9.073273420333862,28,781
9.574073791503906,28,782
10.074262619018555,28,797
10.574474334716797,28,790
11.076799154281616,28,821
11.578017711639404,28,822
12.079102039337158,28,789
12.579251289367676,51,861
13.080143928527832,47,877
13.581392049789429,46,890
14.081573486328125,46,891
14.5828275680542,44,931
15.084349870681763,38,895
15.58572769165039,43,945
16.086873531341553,39,941
16.587672233581543,45,941
17.08772039413452,40,936
17.58911681175232,29,929
18.08981442451477,29,921
18.590516805648804,29,915
19.091463565826416,40,900
19.592777967453003,41,900
20.092970609664917,39,892
20.593253135681152,39,879
21.093639612197876,40,880
21.595149278640747,32,866
22.09689497947693,31,843
22.597147226333618,33,855
23.097670078277588,33,854
23.59788727760315,9,830
24.098270893096924,7,855
24.599369525909424,7,834
25.09974503517151,20,841
25.600759029388428,12,832
26.10068368911743,12,829
26.600865364074707,8,826
27.10157537460327,6,821
27.601855993270874,6,809
28.102267265319824,6,770
28.602952003479004,3,737
29.103482961654663,3,747
29.60354733467102,3,740
30.10364532470703,3,711
30.604658365249634,3,709
31.104854106903076,3,704
31.604947805404663,3,701
32.104928970336914,3,682
32.605644941329956,3,681
33.10590744018555,3,661
33.60660529136658,3,622
34.10689878463745,3,621
34.60696291923523,3,521
35.10733389854431,2,219
35.60815382003784,2,63
36.10815191268921,0,2
36.60815215110779,0,2
37.108189821243286,0,2
37.6081805229187,0,1
38.108227491378784,0,1
38.6082079410553,0,2
39.10825228691101,0,1
39.60822629928589,0,1
40.108264207839966,0,1
40.608248472213745,0,2
41.10829210281372,0,1
41.608320474624634,0,1
42.108285665512085,0,2
42.60831809043884,0,2
43.108320236206055,0,1
43.60832333564758,0,2
44.10834193229675,0,2
44.60833930969238,0,2
45.1083664894104,0,2
45.60836148262024,0,2
46.10840320587158,0,2
46.60841703414917,0,2
47.10840702056885,0,2
47.60843586921692,0,2
48.10843634605408,0,2
48.60846495628357,0,2
49.10845232009888,0,2
49.60847353935242,0,2
50.10846924781799,0,2
50.60848140716553,0,2
51.10848379135132,0,2
51.608492851257324,0,2
52.10849356651306,0,2
52.60852670669556,0,2
53.10852932929993,0,2
53.608518838882446,0,2
54.10853719711304,0,2
54.60853910446167,0,2
55.10855174064636,0,2
55.608569860458374,0,2
56.10859179496765,0,2
56.6086049079895,0,2
57.108609199523926,0,2
57.608630895614624,0,2
58.108668088912964,0,2
