time,local_queue_length,global_queue_length
0.048281192779541016,0,1
0.5480225086212158,0,92
1.0480372905731201,0,247
1.5481369495391846,0,325
2.048236846923828,0,357
2.551011323928833,0,368
3.048240900039673,0,355
3.548273801803589,0,474
4.048262596130371,0,483
4.548285484313965,0,481
5.048275947570801,0,475
5.5482635498046875,0,501
6.048300266265869,0,596
6.5482704639434814,0,635
7.04830002784729,0,672
7.548274517059326,0,685
8.048299074172974,0,732
8.549862623214722,0,752
9.048301458358765,0,770
9.548341751098633,0,781
10.048319578170776,0,791
10.548320055007935,0,791
11.048349380493164,0,822
11.548330307006836,0,815
12.048454761505127,0,789
12.548461437225342,0,869
13.048465013504028,0,877
13.548469066619873,0,890
14.048447608947754,0,891
14.548385620117188,0,934
15.048376560211182,0,896
15.548458099365234,0,945
16.04838538169861,0,941
16.54854989051819,0,944
17.048503398895264,0,936
17.548455476760864,0,930
18.04839015007019,0,929
18.548399686813354,0,915
19.048808336257935,1,902
19.548877716064453,1,897
20.049164295196533,1,894
20.54909586906433,1,879
21.04930877685547,1,880
21.549575090408325,1,866
22.049992322921753,1,846
22.55073642730713,1,845
23.05168890953064,1,854
23.551783800125122,1,830
24.052118062973022,1,857
24.552578687667847,1,833
25.052492380142212,1,840
25.552700757980347,1,836
26.053266048431396,1,830
26.554142951965332,1,825
27.05400562286377,0,821
27.55817437171936,0,807
28.058231830596924,0,771
28.558205366134644,0,739
29.058154821395874,0,746
29.55819821357727,0,740
30.05818772315979,0,731
30.55817198753357,0,709
31.058215618133545,0,705
31.558231830596924,0,702
32.058282136917114,0,681
32.55827307701111,0,682
33.058281660079956,0,661
33.55828642845154,0,622
34.058265209198,0,623
34.55828070640564,0,571
35.05832648277283,0,235
35.5583062171936,0,79
36.0583131313324,0,2
36.5582959651947,0,2
37.058372497558594,0,2
37.558274030685425,0,2
38.05838084220886,0,2
38.5583713054657,0,2
39.05830240249634,0,2
39.558414936065674,0,2
40.05834341049194,0,2
40.55837368965149,0,2
41.05846452713013,0,2
41.558396100997925,0,2
42.05844807624817,0,2
42.55842137336731,0,2
43.05843734741211,0,2
43.55846309661865,0,2
44.05844569206238,0,2
44.558510303497314,0,2
45.058483600616455,0,2
45.55851459503174,0,2
46.05851721763611,0,2
46.55860137939453,0,2
47.05853009223938,0,2
47.55854892730713,0,2
48.05865216255188,0,2
48.55857038497925,0,2
49.05862498283386,0,2
49.55865979194641,0,2
50.058611154556274,0,2
50.558624267578125,0,2
51.058724880218506,0,2
51.5587215423584,0,2
52.05867004394531,0,2
52.55872082710266,0,2
53.058783292770386,0,2
53.55879545211792,0,2
54.058823347091675,0,2
54.55880784988403,0,2
55.05881214141846,0,2
55.55881595611572,0,2
56.05884337425232,0,2
56.558844804763794,0,2
57.058852434158325,0,2
57.558881521224976,0,2
58.058905839920044,0,2
