time,local_queue_length,global_queue_length
0.07299137115478516,0,27
0.5726892948150635,0,92
1.0726962089538574,0,247
1.5728557109832764,0,324
2.0728979110717773,0,358
2.5729994773864746,0,368
3.073103427886963,0,354
3.5732574462890625,0,475
4.073334693908691,0,484
4.573335409164429,0,504
5.0735766887664795,0,475
5.573726415634155,0,502
6.073769569396973,0,620
6.573963165283203,0,668
7.074160575866699,0,676
7.574354648590088,0,681
8.074402809143066,0,733
8.575504302978516,0,749
9.0743989944458,0,781
9.575243949890137,0,782
10.07438611984253,0,797
10.574398279190063,0,790
11.074422836303711,0,821
11.574422121047974,0,822
12.074437618255615,0,789
12.574453353881836,0,861
13.074458122253418,0,877
13.57447099685669,0,890
14.07444453239441,0,891
14.574440240859985,0,930
15.074477910995483,0,896
15.574607849121094,0,945
16.074437856674194,0,941
16.574470043182373,0,941
17.074472904205322,0,936
17.57446837425232,0,929
18.074458122253418,0,929
18.574469804763794,0,915
19.0745050907135,0,900
19.574511766433716,0,899
20.07450270652771,0,894
20.57448434829712,0,879
21.07450842857361,0,880
21.57451891899109,0,866
22.074511766433716,0,845
22.574501037597656,0,854
23.074523210525513,0,853
23.57453751564026,0,830
24.07455563545227,0,857
24.57455277442932,0,833
25.074525594711304,0,841
25.574525833129883,0,836
26.07454514503479,0,830
26.574561834335327,0,826
27.07453680038452,0,821
27.57455539703369,0,809
28.074592113494873,0,771
28.574565649032593,0,739
29.074554443359375,0,746
29.574567794799805,0,739
30.07457399368286,0,731
30.574574947357178,0,709
31.074586868286133,0,705
31.574610710144043,0,701
32.074623823165894,0,681
32.57461476325989,0,682
33.07462120056152,0,662
33.574620723724365,0,622
34.074642181396484,0,622
34.57463240623474,0,565
35.074671506881714,0,231
35.574636936187744,0,71
36.076982498168945,0,2
36.574692726135254,0,2
37.074721336364746,0,2
37.57470226287842,0,2
38.07474327087402,0,2
38.57473874092102,0,2
39.074729204177856,0,2
39.57477807998657,0,2
40.0747606754303,0,2
40.574769496917725,0,2
41.074817419052124,0,2
41.57480525970459,0,2
42.07483410835266,0,2
42.57482624053955,0,2
43.07483792304993,0,2
43.57485318183899,0,2
44.07486176490784,0,2
44.57490420341492,0,2
45.07490110397339,0,2
45.57495641708374,0,2
46.07494902610779,0,2
46.57497835159302,0,2
47.074952840805054,0,2
47.57496786117554,0,2
48.07500648498535,0,2
48.5749876499176,0,2
49.07502603530884,0,2
49.575042486190796,0,2
50.07502222061157,0,2
50.5750367641449,0,2
51.07508134841919,0,2
51.575095891952515,0,2
52.07508683204651,0,2
52.57511115074158,0,2
53.07519197463989,0,2
53.57520151138306,0,2
54.075233697891235,0,2
54.57524132728577,0,2
55.0752694606781,0,2
55.57526135444641,0,2
56.075193643569946,0,2
56.57528305053711,0,2
57.075260639190674,0,2
57.57528209686279,0,2
58.07531762123108,0,2
