time,local_queue_length,global_queue_length
0.06386446952819824,0,27
0.5636942386627197,0,92
1.0636487007141113,0,246
1.564732551574707,1,325
2.0642616748809814,0,358
2.564142942428589,0,368
3.0640735626220703,0,353
3.5640759468078613,0,474
4.064103364944458,0,484
4.564082384109497,0,505
5.064100503921509,0,475
5.564229965209961,0,501
6.0642783641815186,0,611
6.56416654586792,0,650
7.064129114151001,0,677
7.564147472381592,0,683
8.064159393310547,0,733
8.564180850982666,0,753
9.064164400100708,0,783
9.564170837402344,0,782
10.0641930103302,0,790
10.564169645309448,0,790
11.064182996749878,0,822
11.564578533172607,13,814
12.06454849243164,0,789
12.564559698104858,0,859
13.064567804336548,0,877
13.564573526382446,0,890
14.064582109451294,0,891
14.564538717269897,0,926
15.064572095870972,0,896
15.564568996429443,0,945
16.064555406570435,0,941
16.564557313919067,0,941
17.06460690498352,0,936
17.56460928916931,0,929
18.064608573913574,0,929
18.564627408981323,0,915
19.064645290374756,0,901
19.56463098526001,0,911
20.064618349075317,0,895
20.564635038375854,0,879
21.064613819122314,0,880
21.564687490463257,0,865
22.064666748046875,0,846
22.564651489257812,0,845
23.064652919769287,0,854
23.56464457511902,0,830
24.064667224884033,0,857
24.564666509628296,0,832
25.064653635025024,0,841
25.56465792655945,0,836
26.064688682556152,0,830
26.564663410186768,0,826
27.064666509628296,0,821
27.56469440460205,0,807
28.06468939781189,0,771
28.564670085906982,0,739
29.064700841903687,0,745
29.564714670181274,0,740
30.064696788787842,0,731
30.564713954925537,0,709
31.06471562385559,0,705
31.56471085548401,0,702
32.06473350524902,0,682
32.56472587585449,0,682
33.06472063064575,0,661
33.564724922180176,0,622
34.064743995666504,0,623
34.56476020812988,0,566
35.06480646133423,0,235
35.5647714138031,0,75
36.064818382263184,0,2
36.56480264663696,0,2
37.06481099128723,0,2
37.564809799194336,0,2
38.06482720375061,0,2
38.56482243537903,0,2
39.064828872680664,0,2
39.56483864784241,0,2
40.064860105514526,0,2
40.56488037109375,0,2
41.064899921417236,0,2
41.56490349769592,0,2
42.06493425369263,0,2
42.56493306159973,0,2
43.064940214157104,0,2
43.56494092941284,0,2
44.06494903564453,0,2
44.564942836761475,0,2
45.06498980522156,0,2
45.56498885154724,0,2
46.0650053024292,0,2
46.56501650810242,0,2
47.06503772735596,0,2
47.56505250930786,0,2
48.06506395339966,0,2
48.56507849693298,0,2
49.06508255004883,0,2
49.565083742141724,0,2
50.065115213394165,0,2
50.56511569023132,0,2
51.06514620780945,0,2
51.565146684646606,0,2
52.06514596939087,0,2
52.56519055366516,0,2
53.065202474594116,0,2
53.56521677970886,0,2
54.06524896621704,0,2
54.56524705886841,0,2
55.06525683403015,0,2
55.56523132324219,0,2
56.06526446342468,0,2
56.56528854370117,0,2
57.065266609191895,0,2
57.56530737876892,0,2
58.0653178691864,0,2
