fold;lamb;nleaves;trainaccu_CART;testaccu_CART
NA;0.1;1.0;0.5081967213114754;NA
NA;0.05;3.0;0.7786885245901639;NA
NA;0.025;6.0;0.8770491803278688;NA
NA;0.01;9.0;0.9344262295081968;NA
NA;0.005;14.0;0.9590163934426229;NA
NA;0.0025;18.0;0.9754098360655737;NA
NA;0.001;18.0;0.9754098360655737;NA
NA;0.0005;18.0;0.9754098360655737;NA
