fold;lamb;nleaves;trainaccu_CART;testaccu_CART;totaltime;time_c;leaves_c
1;0.1;2;0.6418331885317115;0.6330872774641771;0.24037694931030273;0.02803516387939453;[(-1,), (1,)]
2;0.1;1;0.5415852334419109;0.5286707211120765;0.21585774421691895;0;[()]
3;0.1;2;0.63800217155266;0.6407471763683753;0.21877098083496094;0.027489662170410156;[(-1,), (1,)]
1;0.05;2;0.6418331885317116;0.6330872774641771;0.23250317573547363;0.027897119522094727;[(-1,), (1,)]
2;0.05;2;0.6369163952225841;0.6429192006950478;0.2339160442352295;0.026459217071533203;[(-1,), (1,)]
3;0.05;2;0.6380021715526601;0.6407471763683753;0.23796606063842773;0.027703046798706055;[(-1,), (1,)]
1;0.025;2;0.6418331885317116;0.6330872774641771;1.8525269031524658;0.02955007553100586;[(-1,), (1,)]
2;0.025;2;0.6369163952225841;0.6429192006950478;1.9571130275726318;0.02748703956604004;[(-1,), (1,)]
3;0.025;2;0.6380021715526601;0.6407471763683753;1.7817950248718262;0.028001070022583008;[(-1,), (1,)]
1;0.01;3;0.6548653344917463;0.6556665219279201;12.972942113876343;2.4303557872772217;[(1,), (-3, -1), (-1, 3)]
2;0.01;3;0.6545059717698155;0.6516072980017377;15.266508102416992;8.541003942489624;[(9,), (-9, -1), (-9, 1)]
3;0.01;3;0.6577633007600434;0.6498696785403997;9.120987176895142;3.190303087234497;[(1,), (-3, -1), (-1, 3)]
1;0.005;5;0.6696350999131191;0.6678245766391663;43.8517119884491;12.047389030456543;[(1,), (-7, -1), (-1, 7, 12), (-12, -3, -1, 7), (-12, -1, 3, 7)]
2;0.005;5;0.6684039087947883;0.6668114682884448;193.73629903793335;14.508689880371094;[(1,), (-5, -1), (-1, 5, 12), (-12, -9, -1, 5), (-12, -1, 5, 9)]
3;0.005;5;0.6701411509229098;0.6655082536924414;38.77671504020691;14.576415061950684;[(1,), (-3, -1), (-7, -1, 3), (-12, -1, 3, 7), (-1, 3, 7, 12)]
1;0.0025;6;0.673110338835795;0.6647850629613548;4381.713506221771;64.21919918060303;[(1,), (-7, -1), (-12, -11, -1, 7), (-11, -1, 7, 12), (-8, -1, 7, 11), (-1, 7, 8, 11)]
2;0.0025;7;0.6736156351791531;0.6689834926151172;7200.000419139862;3346.7929532527924;[(1,), (-5, -1), (-1, 5, 12), (-12, -1, 5, 10), (-12, -10, -3, -1, 5), (-12, -10, -9, -1, 3, 5), (-12, -10, -1, 3, 5, 9)]
3;0.0025;5;0.6701411509229098;0.6655082536924414;4002.366665840149;91.97705101966858;[(-3,), (1, 3), (-7, -1, 3), (-12, -1, 3, 7), (-1, 3, 7, 12)]
1;0.001;11;0.66876629018245;0.667390360399479;7238.363953113556;3.657595157623291;[(-5,), (-4, 5), (-6, -1, 4, 5), (-3, 1, 4, 5), (1, 3, 4, 5, 11), (-12, -3, -1, 4, 5, 6), (-12, -1, 3, 4, 5, 6), (-7, -1, 4, 5, 6, 12), (-1, 4, 5, 6, 7, 12), (-11, -8, 1, 3, 4, 5), (-11, 1, 3, 4, 5, 8)]
2;0.001;8;0.6681867535287731;0.6685490877497828;7652.430756807327;4794.405715942383;[(2,), (-11, -2, 7), (-7, -5, -2, -1), (-7, -5, -2, 1), (-11, -7, -2, 5), (-7, -2, 5, 11), (-10, -2, 7, 11), (-2, 7, 10, 11)]
3;0.001;5;0.6701411509229098;0.6655082536924414;7200.003401994705;585.5253708362579;[(-3,), (-12, -1, 3), (-12, 1, 3), (-7, 3, 12), (3, 7, 12)]
